,vaga,empresa,localização,salário,requisitos
40,Tech Mahindra,Tech Mahindra,"São Paulo, SP",,"Report dos dados em Reuniões Periódicas junto ao Gerentes de Projetos, no acompanhamento dos indicadores financeiros.Relacionamento com o time global;"
41,Armac,Armac,"Barueri, SP",,Estamos em busca de um(a) ANALISTA DE DADOS para apoiar no desenvolvimento da nossa área de Planejamento de Manutenção.Tiver brilho nos olhos pelo que faz.
42,Vagas de emprego: Banco Next,Banco Next,"São Paulo, SP",,"Saber tratabalhar em equipe, mentorar outros analistas e contribuir para o crescimento do time mantendo sempre um ambiente colaborativo;"
43,BP,BP,"São Paulo, SP",,"Descrição da Vaga Estamos em busca de um(a) Analista de BI que será responsável pelo acompanhamento de performance das campanhas digitais, construção de…"
44,Whirlpool Corporation,Whirlpool Corporation,"São Paulo, SP",,Participar ativamente da governança ao compliance de dados pessoais;Nossos valores são a força motriz por trás de tudo o que fazemos.
45,GOL Linhas Aéreas,GOL Linhas Aéreas,"Hybrid remote in São Paulo, SP",,"Conhecimento em Estatística, Programação (DEV), Phyton, SQL, PowerBI, VBA.Segurança é nosso valor nº 1, por conta disso, para dar sequencia em nosso processo…"
46,EY,EY,"São Paulo, SP",,"Irá realizar o monitoramento de qualidade de dados;Experiência com uso de ferramentas MS Office (Power Point, Word, Excel e Project);"
47,Mobly,Mobly,"São Paulo, SP",,"Atuar no fluxo das informações e follow-up com as áreas correlatas.Ensino superior cursando/completo em Administração, Publicidade e Propaganda, Marketing ou…"
48,Vagas de emprego: Daki,Daki,"São Paulo, SP",,"Mais que entregar rápido, buscamos entregar uma experiência incrível para os nossos clientes.﻿Nosso time de Customer Experience é o guardião da experiência dos…"
49,Vagas de emprego: Dream Griffes,Dream Griffes,"Home office in São Paulo, SP",R$ 4.000 - R$ 6.491 por mês,"API REST, Entity Framework Core ou nHibernate, Bancos de dados MS SQL SERVER ou ORACLE;NET Core(C#), ANGULAR CLI, WEB."
50,Vagas de emprego: SBF - Vagas Tecnologia,SBF - Vagas Tecnologia,"Home office in São Paulo, SP",,"Validar metadados e identificar melhorias em boas práticas de metadados (padronizações, dicionário de dados, enriquecimento);"
51,Vagas de emprego: CCR AEROPORTO,CCR AEROPORTO,"Home office in São Paulo, SP",R$ 8.000 - R$ 9.000 por mês,"Para o trabalho, para uma entrega, para as férias, para casa, mover-se é uma necessidade básica.Fundada em *1.999*, a CCR atua no segmento de concessão de …"
52,Duratex,Duratex,"São Paulo, SP",,O nascimento da Hydra é marcado pela Inovação.Experiência com SAP módulo MM (desejável);
53,Vagas de emprego: Frubana,Frubana,"São Paulo, SP",R$ 1.514 - R$ 2.900 por mês,"Realizar análises de investigações correspondentes a desvios operacionais, de qualidade e resultados fora de especificação."
54,Vagas de emprego: IBIOBI,IBIOBI,"Home office in São Paulo, SP",R$ 3.300 por mês,"Extração, preparação e modelagem de dados.Nós somos a Ibiobi smart club.Que tenha comprometimento com a qualidade das análises."
55,Vagas de emprego: Química Anastacio,Química Anastacio,"São Paulo, SP",,"Manter mapeamento das legislações atinentes as atividades/segmentos da empresa, garantindo a legalidade dos processos."
56,Vagas de emprego: Dasa Tecnologia,Dasa Tecnologia,"Home office in São Paulo, SP",,Conhecimento de SQL e manipulação de dados;Conhecimentos em Python para manipulação de dados (Desejável);Estruturação de processos de qualidade de dados;
57,Clearsale,Clearsale,"Home office in São Paulo, SP",,"Ideal que tenha experiência em análise de dados;Trabalho com grandes volumes de dados com extração e manipulação de grandes conjuntos de dados, usando…"
58,Experian,Experian,"São Paulo, SP",,"Portanto, acreditamos que trabalhar conectados como um time único e em um ambiente dinâmico e desafiador é extremamente importante para o crescimento pessoal e…"
59,ICTS PROTIVITI,ICTS PROTIVITI,"Home office in Barueri, SP",,Experiência profissional ou acadêmica em pesquisas;Nível superior completo em qualquer curso (preferencialmente em direito).
60,Grupo Ri Happy,Grupo Ri Happy,"Hybrid remote in São Paulo, SP",,"Conhecimento em Sistemas Operacionais Windows, Linux, Mac;Day off no dia do seu aniversário."
61,Banco Sofisa,Banco Sofisa,"São Paulo, SP",,Todas as nossas vagas são abertas para pessoas com deficiência!
62,Vagas de emprego: Protega Security Consulting,Protega Security Consulting,"Home office in São Paulo, SP",,Será o responsável por *cuidar da governança dos acessos lógicos dos usuários de forma dedicada a este cliente*.Residência na* região de São Paulo;*.
63,Vagas de emprego: CROSS – Central de Regulação de Ofertas de Serviços de Saúde,CROSS – Central de Regulação de Ofertas de...,"São Paulo, SP",,"Conhecimentos em modelagem de dados, desenvolvimento de banco de dados, data mining e técnicas de segmentação, ferramentas e processos de trabalho de BI (Power…"
64,Mondelēz International,Mondelēz International,"Home office in São Paulo, SP",,Desenhar interfaces com time da folha de pagamento garantindo integridade de todos dados necessários e simplificaçao de processos.
65,Grupo Ri Happy,Grupo Ri Happy,"Home office in São Paulo, SP",,"Desenvolvimento e automatização de reports, dashboards.Day off no dia do seu aniversário."
66,IQVIA,IQVIA,"São Paulo, SP",,"Pelo menos 5 anos de experiência em várias funções de processamento de dados, como desenvolvedor/administrador de banco de dados, desenvolvedor de ETL, analista…"
67,Experian,Experian,"São Paulo, SP",,"Somos formados por gente inquieta, inconformada, que acorda todos os dias para mudar a realidade do crédito no Brasil.Gerenciamento das atividades no JIRA;"
68,Vagas de emprego: Carreira Smilink,Carreira Smilink,"São Paulo, SP",,Manipular bases de dados para execução dos estudos planejados;Conhecimento em MS Power BI ou outra ferramenta de visualização de dados;
69,Vagas de emprego: UOTZ INTELIGENCIA DE MERCADO,UOTZ INTELIGENCIA DE MERCADO,"São Paulo, SP",R$ 3.000 - R$ 4.000 por mês,Desejável Perfil em foco em dados; Nível avançado em Excel; Programação em VBA.Benefícios Vale-transporte; Vale-refeição ou alimentação; Seguro saúde.
70,Sinqia,Sinqia,"Home office in São Paulo, SP",,"NET PL para compor nosso time e nos ajudar a fazer o mercado financeiro pulsar!NET, C#, SQL Server, oracle, Angular entre outras tecnologias."
71,Vagas de emprego: Lider BPO Contact Center Ltda,Lider BPO Contact Center Ltda,"Home office in São Paulo, SP",R$ 3.500 - R$ 4.000 por mês,SQL (MANIPULAÇÃO DE BASES PARA IMPLENTAÇÃO DE ESTUDOS);ACCESS INTERMEDIÁRIO/AVANÇADO (CRIAÇÃO DE BASES OTIMIZADAS PARA REALIZAÇÃO DE ESTUDO E MAPEAMENTO DE…
72,Safra Investimento,Safra Investimento,"São Paulo, SP",,"Estamos em busca de um Engenheiro de Dados para a nossa equipe - afinal, por trás de todo dado gerado há um profissional qualificado para propor novas soluções."
73,Vagas de emprego: Jobbol,Jobbol,"São Paulo, SP",,"Apoiar na estratégia comercial da área de negócios, expansão de parcerias no mercado."
74,Itaú,Itaú,"São Paulo, SP",,"Atuar como pesquisador dos fenômenos culturais nacionais e internacionais, analisando indicadores dos setores cultural e criativo, buscando tendências,…"
75,Analista de Pesquisa Cultural Pleno,Itaú,"São Paulo, SP",,"Atuar como pesquisador dos fenômenos culturais nacionais e internacionais, analisando indicadores dos setores cultural e criativo, buscando tendências,…"
76,Pessoa Analista de Ciência de Dados,Fbiz,"Home office in São Paulo, SP",,"Superior completo em Publicidade e Propaganda, Marketing, Administração, Matemática, Estatística ou Ciência da Computação;"
77,Analista de Tráfego de Impulsionamento - Vila Nova Conceição,Jobbol,"São Paulo, SP",,"Imobiliária admite Analista de Tráfego de Impulsionamento em São Paulo (Vila Nova Conceição) para atuar em Tempo integral, Segunda a sexta-feira das 9h às 17h…"
78,Analista Assistente de Financiamentos - 6241-BCO BRAD FINANC...,Banco Bradesco SA,"Osasco, SP",,"Monitoramento da consistência dos dados divulgados pela área;Levantamento de dados, através de SAS / SQL, para atendimento de demandas pontuais;"
79,ANALISTA DE SUCESSO DO CLIENTE,Desenvolver RH,"São Paulo, SP",R$ 1.500 - R$ 2.200 por mês,Ter conhecimento na plataforma Tray e ERP Bling.
80,Analista de Suporte JR,Linx,"São Paulo, SP",,"E, no processo, aprendemos e crescemos junto com o mercado também.Diferencial conhecimento em Banco de Dados SQL;"
81,Analista de Suporte Junior,Pontal Tech,"Home office in São Paulo, SP","R$ 32,57 por dia","Experiência em telecomunicações, comunicação digital (Telecom, SMS, WhatsApp);Programa de Inglês Online (100% custeado pela empresa);"
82,Analista de Mercado,MoveTruly,"Home office in São Paulo, SP",R$ 1.580 - R$ 2.000 por mês,Identificar e analisar os leads da base de trabalho;Agendar reuniões ou concretizar o objetivo determinado pelo projeto.Boa comunicação escrita e verbal;
83,Analista de Suporte Técnico JR _Atuação Híbrida,Grupo ITG,"São Paulo, SP",,"Pioneiro na distribuição de software de Analytics no Brasil, O Grupo ITG nasceu há mais de 35 anos e hoje é formado por empresas focadas na entrega de soluções…"
84,Analista de Sistemas,TECNOLAMP,"São Paulo, SP",R$ 2.342 - R$ 3.000 por mês,"Ter conhecimento em excel avançado, preenchimento de planilhas.Ter conhecimento em excel avançado, preenchimento de planilhas."
85,Analista de dados (BI),J&T Express Brasil,"São Paulo, SP",,Chegamos para revolucionar o mercado de entregas expressas no país.
86,Analista de Dados,G4 Educação,"São Paulo, SP",,"Participar da construção das KPIs da empresa;Conhecimento avançado em Google Sheets ou Microsoft Excel;Conhecimento de ferramentas de BI como PowerBI, Data…"
87,Analista de Dados Sênior,marketdata,"São Paulo, SP",,Já conquistamos 10 vezes o título de Agência do Ano em Database Marketing/CRM/Loyalty pela Associação Brasileira de Marketing Direto (ABEMD).
88,Assistente de Prospecção,E-MITH,"São Paulo, SP",R$ 1.500 por mês,"Prospecção ativa, através de pesquisas a serem realizadas por telefone Gerenciamento de dados destas prospecções em CRM Gerenciamento de atividades feitas…"
89,Analista Experiência do Cliente SR,Alelo,"Home office in Barueri, SP",,"Estamos, pelo oitavo ano consecutivo, entre as 150 melhores empresas para se trabalhar.Porque o reconhecimento das conquistas individuais é bom, mas reconhecer…"
90,Alelo,Alelo,"Home office in Barueri, SP",,"Estamos, pelo oitavo ano consecutivo, entre as 150 melhores empresas para se trabalhar.Porque o reconhecimento das conquistas individuais é bom, mas reconhecer…"
91,Vagas de emprego: Vem Pra Vivo,Vem Pra Vivo,"Home office in São Paulo, SP",,"Ser você quer usar um dress code que respeita sua individualidade;Usufruir de um horário flexível, trabalho remoto e day off;"
92,Rosset Têxtil,Rosset Têxtil,"São Paulo, SP",,"Recebe os documentos (NFs, relatórios bancários, etc.) confere os dados do documento (identificação do emissor, valor a ser pago, discriminação dos impostos,…"
93,Vagas de emprego: Centro de Excelência Votorantim BR,Centro de Excelência Votorantim BR,"São Paulo, SP",,Buscamos por analistas de dados para integrar o time do Centro de Excelência Votorantim na área de Data Analytics.
94,Vagas de emprego: RUFINO HR CONSULTING,RUFINO HR CONSULTING,"São Paulo, SP",R$ 3.000 por mês,"Empresa do mercado de decoração de luxo, localizados na região da Vila Nova Conceição - SP.Atuação em conjunto com equipe de marketing para criação de…"
95,EY,EY,"São Paulo, SP",,"Chamar a atenção da equipe para oportunidades em potencial.Graduação cursando ou completa em Contabilidade, Direito, Administração ou Economia;"
96,Movida Aluguel de Carros,Movida Aluguel de Carros,"São Paulo, SP",,Apoiar a área na avaliação dos resultados dos projetos.Ensino superior completo ou cursando;Disponibilidade para atuar no formato presencial;
97,Vagas de emprego: Certsys,Certsys,"Home office in São Paulo, SP",,"Desenvolvimento de Análise de dados aprofundada;Além disso, somos certificados pela GPTW pelo segundo ano consecutivo, sendo uma das melhores empresas para se…"
98,Finnet,Finnet,"Home office in São Paulo, SP",,"Todo dia, quando chegamos à Finnet, não queremos apenas trabalhar.Conhecimentos em alguma dessas tecnologias de front (React (NextJS) VUE (NuxtJS), Sass, Html,…"
99,Vagas de emprego: Shopee,Shopee,"São Paulo, SP",,"The Operation teams at Shopee covers the operational end-to-end process, from when the buyer searches for a product listed on the Shopee platform, to the moment…"
100,Experian,Experian,"São Paulo, SP",,A Serasa Experian é formada por pessoas apaixonadas pelo mundo de dados & tecnologia e movidas a criar um futuro melhor.
101,ISE Business School,ISE Business School,"São Paulo, SP",,"Análise de dados do CRM.Mínimo de 3 anos de experiência em análise de dados (Insights & Analytics) como apoio a áreas de marketing, comunicação, publicidade e…"
102,Sinqia,Sinqia,"Home office in São Paulo, SP",,"Nossa expressão tem carisma, somos abertos e cativantes no jeito de agir e comunicar.Just dress no code (sem código de vestimenta!)."
103,Vagas de emprego: Sympla,Sympla,"Home office in São Paulo, SP",,"Nosso time atua sempre com foco nos melhores resultados, construímos juntos, somos analíticos e pensamos em todo o contexto para entregar com qualidade a melhor…"
104,Vagas de emprego: INSTITUTO MONITOR,INSTITUTO MONITOR,"São Paulo, SP",R$ 3.000 - R$ 6.000 por mês,"NET, C#, Web API e Modelagem de dados.Ensino superior, cursando ou concluído, em Sistemas.Desejável Javascript, SQL e MySQL Diferencial PowerBI."
105,Analista de Desenvolvimento JR (C# .NET) 100% remoto,Pagbem,"Home office in São Paulo, SP",,"Responsável por desenvolver, projetar, analisar, implementar e realizar a manutenção dos sistemas da empresa.Fazer o code review das atividades entregues pelos…"
106,Analista de Operações - Cecom,Suhai Seguradora,"Hybrid remote in São Paulo, SP",,Desconto no Seguro Suhai (20%).
107,Analista de Governança de Dados SR,Keyrus Brazil,"São Paulo, SP",,Experiência com ferramentas de catalogo de dados e data quality.
108,Analista de dados,Conquest One,"Home office in São Paulo, SP",,Conhecimento em ferramentas de visualização de dados (Power BI).Desenvolvimento de aplicações Spark/Hadoop/hbase com Kafka em Java.
109,Analista Comercial - São Paulo,Resolva a Sua Dívida,"São Paulo, SP",R$ 2.250 - R$ 2.500 por mês,"Gerenciar a carteira de clientes que registram seus dados em nossa plataforma, para avaliar sua situação financeira e compreender seus problemas e necessidades."
110,Analista Suporte Técnico N1 (Solvi),Strati,"São Paulo, SP",,"Vamos além da carreira, queremos que você tenha disposição, saúde, bem-estar físico e mental para ter a melhor das jornadas (pessoal e profissional) da sua vida…"
111,ANALISTA DE QUALIDADE,EDC Group,"São Bernardo do Campo, SP",R$ 2.400 por mês,"Ensino Superior Completo em Gestão da Qualidade, Engenharia (Mecânica/Produção/Automação) ou áreas correlatas."
112,Analista de Pesquisa Cultural Pleno,Itaú Unibanco,"São Paulo, SP",,Experiência com metodologia acadêmica de geração de conhecimento.
113,ANALISTA DE CUSTOMER SERVICES JÚNIOR,Neogrid,"Home office in São Paulo, SP",,Experiência prévia em Suporte VIP/Exclusivo;
114,Analista Junior de Business Intellingence,Verisure,"São Paulo, SP",,"Experiência prévia em trabalhar com alto volume de dados;Coletar, analisar e reportar dados de clientes, buscando alavancar os resultados das áreas de…"
115,Analista de Qualidade Youtube Music,Cognizant,"São Paulo, SP",,"Habilidades de análise de dados e pesquisa de ""charts"" e tendências da música no Brasil;Atuamos em diversas frentes: Digital Business, Cognizant Operation,…"
116,ANALISTA DE DADOS SENIOR – ESTATÍSTICO,BANCO BBC Digital,"São Paulo, SP",,"Responsável por toda gestão de base de pré-aprovados;Experiência avançada com ferramentas analíticas em de ponta: SAS, R, Phyton;"
117,Analista de PrevenÃ§Ã£o de Perdas,Shopee,"São Paulo, SP",,"The Operation teams at Shopee covers the operational end-to-end process, from when the buyer searches for a product listed on the Shopee platform, to the moment…"
118,CX - Analista de Treinamento Junior,Daki,"São Paulo, SP",,"Como analista de treinamento, seu papel será nos ajudar a capacitar e desenvolver o time de analistas de Customer Success."
119,Analista de armazenamento (backup),Unisys Colombia,"São Paulo, SP",R$ 11.000 - R$ 12.000 por mês,"Proteção de dados EMC e aparelhos de backup da Dell.Analisa meios alternativos de derivar dados de entrada para selecionar o método mais preciso, viável e…"
120,Vagas de emprego: Job Boards,Job Boards,"Home office in São Paulo, SP",,09h as 18h – horário flexível.
