,vaga,empresa,localizacao,salario,dataPostagem,dataRaspagem,requisitos,job_url
71,Desenvolvedor(a) Python júnior (14),GeekHunter,"Home office in São Paulo, SP",R$ 16.000 - R$ 18.000 por ano,Postedhá 30+ dias,2022-05-01,"No primeiro momento o profissional será treinado para atuar com PySpark;Usando o PySpark, escrever os códigos usando Python.",https://www.br.indeed.com/rc/clk?jk=2eb229cf036a2e8c&fccid=9ba8dec3013c0c90&vjs=3
72,Analista de B.I,nstech,"São Paulo, SP",,Postedhá 1 dia,2022-05-01,"Estruturação de base de dados para análise comerciais;Conhecimento de Big Data (Spark, Cloudera, Hadoop) e Python;Modelagem de dados SQL/Teradata, Big Data;",https://www.br.indeed.com/rc/clk?jk=248c6b9ca3ba8aab&fccid=40bd02692c24a42f&vjs=3
73,Tutor Online,Latinhire,"São Paulo, SP",,Postedhá 30+ dias,2022-05-01,Estamos procurando alunos ou profissionais com conhecimento robusto em qualquer um dos assuntos listados abaixo e com um nível de inglês escrito alto o…,https://www.br.indeed.com/rc/clk?jk=f81166d566aba4db&fccid=a4ee28a6e4fdc83d&vjs=3
74,Cientista de dados/machine learning python pleno (remoto),Lean Saúde,"Home office in Vila Mariana, SP",,Postedhá 11 dias,2022-05-01,Diferencial experiência em web scraping (RPA) utilizando python.Desenvolvimento e manutenção de modelos descritivos e preditivos utilizando técnicas de machine…,https://www.br.indeed.com/rc/clk?jk=ef5eedd49123a732&fccid=49ade77fc07f3024&vjs=3
75,Vagas de emprego: Avita,Avita,"São Paulo, SP",,Postedhá 2 dias,2022-05-01,Desenhar os processos de integração de dados considerando o uso de SQL.,
76,Vagas de emprego: Safira Energia,Safira Energia,"Home office in Barueri, SP",,Postedhá 17 dias,2022-05-01,"Aqui contamos com uma galera visionária e destemida, que vive num movimento constante para sempre fazer mais e melhor, trazendo soluções inteligentes para o…",
77,Vagas de emprego: Talkdoc,Talkdoc,"Home office in São Paulo, SP",R$ 120.000 - R$ 200.000 por ano,EmployerAtiva 4 dias atrás,2022-05-01,We’re looking for someone who thinks user-first and can build products that solve the care gaps in behavioral health.All employees will work remotely.,
78,EY,EY,"São Paulo, SP",,Postedhá 4 dias,2022-05-01,"Desenvolver novos estudos baseados em diferentes tipos de dados;Otimizar e analisar códigos SQL e rotinas ETL;Big Data (Hive, Hadoop, HQL);",
79,Banco Bradesco SA,Banco Bradesco SA,"Osasco, SP",,Postedhá 30+ dias,2022-05-01,"Somos um dos mais modernos Bancos do mundo, referência em inovação e tecnologia.Ferramentas de automação (Jenkins, Puppet, Chef, Ansible);",
80,Vagas de emprego: Afterverse,Afterverse,"São Paulo, SP",,Postedhá 30+ dias,2022-05-01,"O PK XD também conta com uma rede de Creators, parceiros que desenvolvem conteúdos exclusivos sobre o jogo.Trabalhar com o time de arte e desenvolvimento para…",
81,Wipro Limited,Wipro Limited,"São Paulo, SP",,Postedhá 23 dias,2022-05-01,Should be aware of data processing architecture like Lambda.MUST have AWS pipeline/warehouse experience.MUST have experience in pyspark programming of AWS…,
82,iugu,iugu,"Hybrid remote in São Paulo, SP",,Postedhá 2 dias,2022-05-01,Fazer parte de um time que faz a diferença.O que você vai encontrar na iugu.Saúde: Plano de saúde e odontológico Sulamérica (ambos sem desconto e sem copay…,
83,Leroy Merlin,Leroy Merlin,"São Paulo, SP",,Postedhá 10 dias,2022-05-01,"Preparar material de reporting (interna e externa) no âmbito de resultados e planejamento.Conhecimento em Ferramentas de BI/Analytics (SQL, Python, Qlik).",
84,Vagas de emprego: TradersClub,TradersClub,"São Paulo, SP",,Postedhá 11 dias,2022-05-01,Manutenção das bases e informações do BigQuery para o Looker;Programação em R ou Python;,
85,Vagas de emprego: Azos,Azos,"Home office in São Paulo, SP",,Postedhá 11 dias,2022-05-01,"Nós somos a Azos, viemos para proteger o sonho das famílias brasileiras.Criação e manutenção de Web-Api’s Rest;",
86,Vagas de emprego: Shopee,Shopee,"São Paulo, SP",,Postedhá 30+ dias,2022-05-01,"Definir estratégias para o crescimento das vendas junto com o time comercial, acompanhando e analisando o desempenho dos diferentes espaços do site/app.",
87,Provider It,Provider It,"Home office in São Paulo, SP",,Postedhá 25 dias,2022-05-01,Desenvolvimento de API e recursos de Back-end em plataforma Python;Colaborar junto com o time de inovação nas atividades da área.,
88,Vagas de emprego: Brasol - Soluções Energèticas Inteligentes,Brasol - Soluções Energèticas Inteligentes,"São Paulo, SP",,Postedhá 23 dias,2022-05-01,Monitoramento remoto da operação de usinas fotovoltaicas;Suporte ao time de gestão de ativos na execução de suas funções.,
89,Vagas de emprego: FS Gestão RH,FS Gestão RH,"São Paulo, SP",R$ 12.000 - R$ 14.000 por mês,EmployerAtiva 18 dias atrás,2022-05-01,"Ter conhecimento em ferramentas de dados (Kafka, airflow, etc);Experiência com a Stack da Azure (microsoft), pois é onde estão centralizadas as soluções da…",
90,SOLUTIONS ARCHITECT SENIOR,FS Gestão RH,"São Paulo, SP",R$ 12.000 - R$ 14.000 por mês,EmployerAtiva 18 dias atrás,2022-05-01,"Ter conhecimento em ferramentas de dados (Kafka, airflow, etc);Experiência com a Stack da Azure (microsoft), pois é onde estão centralizadas as soluções da…",https://www.br.indeed.com/company/FS-Gest%C3%A3o-RH/jobs/Solutions-Architect-Senior-86f99665ea0ec76f?fccid=b33ebfeb3ca762a9&vjs=3
91,Software Engineer - Python - Kubernetes,Canonical - Jobs,"São Paulo, SP",,Postedhá 29 dias,2022-05-01,You are a python programmer with interest or experience in golang.On the Kubernetes team you will gain experience with the latest features in Kubernetes and…,https://www.br.indeed.com/rc/clk?jk=da573e9330873b2d&fccid=d40b824c7b625849&vjs=3
92,Analista de Mercado de Energia - Coleta de Faturas,Schneider Electric,"Jurubatuba, SP",,Postedhá 26 dias,2022-05-01,Contato frequente com fornecedores de serviços públicos (utilities) para garantir o recebimento de faturas de serviços públicos para clientes da Schneider…,https://www.br.indeed.com/rc/clk?jk=491a59f59312e83e&fccid=86c0b4fa6c1398be&vjs=3
93,"Especialista de controladoria, Custos",Nubank,"Home office in São Paulo, SP",,Postedhá 11 dias,2022-05-01,"O Nubank foi fundado em 2013 para libertar as pessoas de um sistema financeiro burocrático, lento e ineficiente.Possui habilidades em Scala, SQL ou Python.",https://www.br.indeed.com/rc/clk?jk=cd12ad32ec74b07c&fccid=1319f0c8ca907f90&vjs=3
94,Senior Python Developer WORK |LATAM|,BairesDev,"Home office in São Paulo, SP",,Postedhá 15 dias,2022-05-01,"Being a Python Senior Developer in our Development Team is just like being a full-time problem solver.These developers will face numerous technical challenges,…",https://www.br.indeed.com/rc/clk?jk=60b744f4f46382c2&fccid=29707109e86166e5&vjs=3
95,Estágio - PYTHON - Renda Fixa,modalmais,"São Paulo, SP",,Postedhá 29 dias,2022-05-01,"O que nos move Antes de sermos uma empresa, antes de sermos um banco ou até mesmo antes de sermos uma instituição, nós somos um grupo de pessoas em constante…",https://www.br.indeed.com/rc/clk?jk=7ff7b1f24b454c50&fccid=3562b4e1ab8eee23&vjs=3
96,Desenvolvedor (a) Java/Python PL,Recrutamento Externo,"São Paulo, SP",,Postedhá 3 dias,2022-05-01,Programação em linguagem Java + Python;Definir e entender requisitos técnicos e funcionais;Análise e desenvolvimento de serviços customizados com tecnologia…,https://www.br.indeed.com/rc/clk?jk=0fc7ee30bf96bf6d&fccid=039df17d98633a49&vjs=3
97,Estágio - DevOps,2RP Net,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-01,Trabalhar com Sistema Operacional Linux.Auxiliar na análise e validação de Pull Requests.Auxiliar no versionamento de códigos.,https://www.br.indeed.com/rc/clk?jk=1d2d019aafb27160&fccid=7f1b33b834a2ecf0&vjs=3
98,ANALISTA DE INFORMAÇÕES GERENCIAIS II,Orizon Brasil,"Home office in Barueri, SP",,Postedhá 5 dias,2022-05-01,"Desenvolver as atividades referentes à extração e transformação de dados em SQL.Imprescindível experiência com análise SQL, Big Data e Dashboards (PowerBi).",https://www.br.indeed.com/rc/clk?jk=7bc3ae251b3aef63&fccid=e2a1e00ff36ef2da&vjs=3
99,Analista de Dados Jr,PagBank PagSeguro,"São Paulo, SP",,Postedhá 30+ dias,2022-05-01,"Superior em Engenharia, Administração, Economia ou áreas correlatas.Conhecimento técnico em linguagem SQL.Pacote Office avançado, com foco em Excel.",https://www.br.indeed.com/rc/clk?jk=38153a89f4b0248b&fccid=8bdcb3c4087941be&vjs=3
100,Tech Lead (Python),Mercado Bitcoin,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-01,Gerir o time rumo ao protagonismo de suas carreiras.,https://www.br.indeed.com/rc/clk?jk=ff138bfcc8950e15&fccid=9283371e84986535&vjs=3
101,Estágio - Backend,2RP Net,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-01,Acompanhará o Desenvolvimento de funcionalidades e executará manutenções usando práticas de testes e qualidade de software;Linguagens JAVA ou C# ou Python;,https://www.br.indeed.com/rc/clk?jk=debeb660a55f5c1b&fccid=7f1b33b834a2ecf0&vjs=3
102,Analista de Analytics,Shopee,"São Paulo, SP",,Postedhá 16 dias,2022-05-01,Criar modelo de dados e executar iniciativas de Data Science junto ao time de BI.Contribuir com ideias criativas e inovadoras no intuito de estabelecer o…,https://www.br.indeed.com/rc/clk?jk=486d8387e96df453&fccid=0b476c4a7add47fe&vjs=3
103,Desenvolvedor Web,Veri Soluções Tecnológicas Ltda,"São Paulo, SP",R$ 7.500 por mês,EmployerAtiva 3 dias atrás,2022-05-01,Scrapyng em python usando a biblioteca requests.Scrapyng em python usando a biblioteca selenium webdriver.,https://www.br.indeed.com/company/Veri-Solu%C3%A7%C3%B5es-Tecnol%C3%B3gicas-Ltda/jobs/Desenvolvedor-Web-397614fc8d207571?fccid=e260f9ab2d929eeb&vjs=3
104,Analista de Performance Jr,tembici.,"São Paulo, SP",,Postedhá 30+ dias,2022-05-01,"Aqui você vai encontrar problemas que exigem soluções criativas a serem resolvidas - sério, temos vários que ainda não sabemos resolver.",https://www.br.indeed.com/company/Tembici./jobs/Analista-Performance-Junior-fd6bc32513067cac?fccid=90220ad0f8ca290d&vjs=3
105,Zé Delivery,Zé Delivery,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-01,"Somos uma empresa brasileira de tecnologia com 6 anos, já consolidada como o maior delivery de bebidas do mundo, presente em todos os estados do Brasil e…",
106,Vagas de emprego: Keyrus Brazil,Keyrus Brazil,"São Paulo, SP",,Postedhá 30+ dias,2022-05-01,O profissional será responsável pelo aplicativos web do lado servidor.Executar testes de UI para otimizar o desempenho.Banco de dados SQL e No-SQL (mongobd).,
107,Itaú Unibanco,Itaú Unibanco,"São Paulo, SP",,Postedhá 17 dias,2022-05-01,"O time faz a atuação no Planejamento Financeiro do Banco de Varejo, aproximadamente metade do resultado do Banco, com participação ativa como parceiro dos…",
108,Wipro Limited,Wipro Limited,"São Paulo, SP",,Postedhá 24 dias,2022-05-01,"Selenium, Python, Zephyr, Postman, Python Requests, BrowserStack.Experience in testing distributed Cloud based applications.",
109,Vagas de emprego: Truelogic Software,Truelogic Software,"São Paulo, SP",,Postedhá 17 dias,2022-05-01,"Reaching more than 34 thousand clients and 31 million users worldwide, our customers rely on us to help them prepare for the changes that come with new…",
110,Vagas de emprego: Lan RH,Lan RH,"São Paulo, SP",,EmployerAtiva 5 dias atrás,2022-05-01,"Experiência em assuntos de Machine Learning (Redução de ruído, reconhecimento de voz, fonética, síntese de voz, etc);Experiência em SQL, Python, etc;",
111,Oracle,Oracle,"São Paulo, SP",,Postedhá 30+ dias,2022-05-01,"Applicants are required to read, write, and speak the following languages: English, Portuguese.Advanced knowledge on Java, Phyton, PL/SQL Database, Operation…",
112,Vagas de emprego: GeekHunter,GeekHunter,"Home office in São Paulo, SP",R$ 6.000 - R$ 8.000 por mês,Postedhá 30+ dias,2022-05-01,Criação de Dashboards com métricas-chave do negócio;O que esperamos de você.Experiência mínima de 1 ano na área;Já ter trabalhado com crédito;,
113,Itaú,Itaú,"São Paulo, SP",,Postedhá 17 dias,2022-05-01,"Queremos ter um pouco da sua também!Conhecimento Pentest incluindo cenário ps-exploração;Conhecimento de Python, Java, Ruby, e Shell scripting;",
114,Vagas de emprego: Donus,Donus,"Home office in São Paulo, SP",,Postedhá 26 dias,2022-05-01,"Trabalhar em squad multidisciplinar (Engenheiros(as), Product Manager, Product Designer, Tech Lead, Analista de Dados e Customer Experience) com o objetivo de…",
115,Syngenta,Syngenta,"São Paulo, SP",,Postedhá 30+ dias,2022-05-01,Suportar time de campo com demanda de contratos.Auxiliar no reporte de ações promocionais via SalesForce.Desejável conhecimento em programação (Python).,
116,Vagas de emprego: F&F Psicologia Ltda,F&F Psicologia Ltda,"São Paulo, SP",R$ 2.500 - R$ 2.800 por mês,Postedhá 3 dias,2022-05-01,Realizar análise e modelagem de dados;Gerenciar banco de dados MYSQL; Utilizar script em Python; Exibir dashboards em POWER BI Server e Desktop.,
117,Credit Suisse,Credit Suisse,"São Paulo, SP",,Postedhá 16 dias,2022-05-01,"The intern will play an indispensable role supporting the Securities Desk, focused on Equities, De-rivatives and Structured Notes.",
118,Vagas de emprego: OEmprego,OEmprego,"São Paulo, SP",R$ 6.000 - R$ 7.000 por mês,Postedhá 30+ dias,2022-05-01,Preferência pelos cursos de Engenharias ou Administração; (contábeis).Conhecimento avançado de Excel e Power Point e intermediário em Power BI/Power.,
