,vaga,empresa,localização,salário,requisitos
55,Assistente de Operações Logísticas,PSIQUÊ RH,"São Paulo, SP",R$ 1.500 - R$ 2.000 por mês,"Vaga disponível para \*Assistente de Operações – SP.\* Empresa localizada na região Pirituba – SP Salário: A combinar + VR - R$ 23,10/dia + Vale Transporte…"
56,Auxiliar Administrativo - PCD ( Pessoas com Deficiencia) - S...,Manserv Facilities,"Ipiranga, SP",R$ 1.669 por mês,Conhecimentos em RH será um diferencial.
57,Mecânico de Refrigeração,Bendito RH,"São Paulo, SP",R$ 3.100 - R$ 3.500 por mês,"Experiência na função, formação ensino médio ou técnico na area, conhecimento em comandos eletricos."
58,Assistente Administrativo,Valverde RH,"Barueri, SP",R$ 2.000 - R$ 2.500 por mês,"Atividades: - Apoio às atividades de logística em entradas e saídas de materiais, organização dos armazéns sob gestão; - Diligenciamento dos Materiais…"
59,AUXILIAR ENFERMAGEM DO …,VERO RH,"São Paulo, SP",R$ 3.618 por mês,Especificação da Vaga AUXILIAR DE ENFERMAGEM DO TRABALHO Atribuições: Auxiliar nas tarefas de controle do PCMSO - Programa de Controle Médico de Saúde…
60,Assistente de Licitação,RHEFERENCIA RH,"São Caetano do Sul, SP+1 local",,"Responsável por atuar com análise de editais; Elaboração de planilha de custos e proposta técnica, inclusive realizando a manutenção destes dados; Realizar o…"
61,Atendente Copa / Balcão,Padaria Samara,"São Caetano do Sul, SP",R$ 1.605 por mês,Necessário ter concluído o primeiro grau escolar (ser alfabetizado).
62,Auxiliar De Manutenção Predial/Elétrica,ENFOK CONSULTORIA DE RH E MARKETING PROMOCIONAL,"São Paulo, SP",R$ 2.000 por mês,"Salário: 2.000,00 + Vale Transporte, Vale Alimentação e Assistência Médica (Empresa paga 75%)."
63,Assistente de Vendas (Suporte ao coordenador de vendas),NC - RH e Psicologia,"Barra Funda, SP",R$ 1.700 - R$ 1.800 por mês,Dar suporte ao coordenador da área.
64,Consultor,Gouvêa Ecosystem,"Home office in São Paulo, SP",R$ 6.000 - R$ 8.000 por mês,"Desenvolvimento de propostas e atuação em projetos de consultoria em metodologias tais como (porém não limitadas a) planejamento estratégico, posicionamento,…"
65,Promotor de Vendas - Linha Pet/ São Paulo,Grupo Sertec RH,"São Paulo, SP",,Responsável pelo sell out em seu roteiro.Desejávem Ensino Superior Cursando em Veterinaria ou afins.
66,Supervisor de lojas,GRANSOMMER COMERCIO DE ALIMENTOS LTDA,"São Paulo, SP",R$ 2.000 por mês,"Custeio de 100% de convenio medico, alimentação no local (feita pelos próprios Funcionários), vale transporte, seguro de vida ."
67,Assistente de RH (Benefícios) - Vaga Temporária,Alfa,"Hybrid remote in São Paulo, SP",,Aqui no Alfa estamos sempre em busca de novos talentos para somar ao nosso time que se reúne todos os dias com um único propósito: oferecer as melhores soluções…
68,Estagiário de Projetos,RH BRASIL SERVIÇOS TEMPORÁRIOS,"São Paulo, SP",R$ 1.500 - R$ 1.889 por mês,Preenchimento de planilha de Excel com os sistemas e áreas calculadas.Desenvolver detalhes específicos do projeto em execução quando necessário.
69,Analista de Service Desk Senior,Remessa Online,"Home office in São Paulo, SP",,O que você vai fazer aqui na Remessa Online powered by BeeTech.Entrevistas com o time/gestor.Programa de Sócios* (*Dentro das regras de elegibilidade);
70,Oficial de Manutenção Predial,Eterna RH,"São Paulo, SP",R$ 1.973 por mês,"Será responsável por realizar as manutenções prediais, entre outras atividades. Diferencial possuir experiência em serralheria e marcenaria; Necessário…"
71,Executivo Comercial - Hunter (Indústria médica),Desenvolver RH,"Home office in São Paulo, SP",R$ 5.000 - R$ 7.000 por mês,Experiência em vendas de equipamentos médicos em UTI e Centro Cirúrgico.Condução de negociações em rede hospitalares;
72,ANALISTA DE PROCESSOS REGULATÓRIOS JR,Pitágoras Ampli,"Home office in São Paulo, SP",,Organizar documentos para protocolos e aditamentos juntos aos órgãos reguladores;Garantir o cumprimento das rotinas regulatórias em todas as instituições que…
73,Auxiliar de lavagem,Malka RH,"Guarulhos, SP",R$ 1.890 - R$ 1.895 por mês,"? Recebe os IBC´s no setor, oriundos da lavagem ? Lava os IBC´s, através de mangueiras pressurizadas, com água fria ou quente a depender do produto residual; …"
74,Analista de Departamento Pessoal,Tintas MC,"São Paulo, SP",R$ 2.000 - R$ 3.000 por mês,"*Atribuições: * – Executar rotinas de Departamento Pessoal: admissão, rescisão, férias, cálculo de verbas trabalhistas, folha de pagamento, apuração de…"
75,Capgemini,Capgemini,"Home office in São Paulo, SP",,"Se você compartilha dos mesmos valores, aqui é o seu lugar.Gestão e desenvolvimento de novos fornecedores nacionais e internacionais (SRM);"
76,Vagas de emprego: Centro de Estética Seventh,Centro de Estética Seventh,"São Paulo, SP",R$ 5.000 - R$ 6.000 por mês,Definir estratégias na solução de problemas;Comprimir metas e objetivos estabelecidos;Acompanhar atendimentos da equipe a fim de estruturar o relacionamento…
77,KPMG,KPMG,"São Paulo, SP",,"Com o objetivo de apoiar seus clientes em transações de Merger&Acquisition (M&A), suporta os processos de pre deal (Due Diligence) e post deal (Integração e…"
78,Vagas de emprego: CONNECTABIL RH,CONNECTABIL RH,"São Paulo, SP",R$ 2.500 - R$ 3.000 por mês,Conhecimento no sistema domínio e Excel avançado.
79,Vagas de emprego: Adm Comercio de Alimentos LTDA,Adm Comercio de Alimentos LTDA,"São Paulo, SP",R$ 3.500 por mês,Procuramos profissionais para atuação em nosso RH com atividades generalistas.Realizar o alinhamento de perfil das vagas junto ao gestor;
80,Vagas de emprego: EDC Uni & Smart,EDC Uni & Smart,"Home office in São Paulo, SP",,"Realiza divulgação de vagas por vários meios de captação;Manuseio de sites de emprego (Gupy, Infojobs, Vagas .com, etc);"
81,Brasanitas,Brasanitas,"São Paulo, SP",,"Consolidar informações para indicadores dos produtos, processar movimentações de Vale Transporte, pedido mensal para Operadora. Realizar acompanhamento e…"
82,Vagas de emprego: Malka RH,Malka RH,"Guarulhos, SP",R$ 3.000 - R$ 3.400 por mês,"Operacionalizar todo processo documental de exportação, analisando e solicitando as devidas validações aos órgãos competentes, conforme legislação, e em…"
83,"IMC Saste Construções, Serviços e Comércio LTDA","IMC Saste Construções, Serviços e Comércio LTDA","São Paulo, SP",R$ 3.000 por mês,"- Suporte e atendimento a demandas referente ao sistema Fluig;*.- Instalação, manutenção, homologação e migração de novas versões, patches e releases;*."
84,Vagas de emprego: LA GUAPA EMPANADAS ARTESANAIS,LA GUAPA EMPANADAS ARTESANAIS,"São Paulo, SP",,Acompanhará toda área de RH dando suporte à área principalmente nas demandas de DP.Atendimento a dúvidas de nosso time referente a folha de pagamento e…
85,Vagas de emprego: Vero RH,Vero RH,"São Paulo, SP",R$ 4.163 por mês,ELETRICISTA DE INFRAESTRUTURA (INTERIOR DE SP) *ATRIBUIÇÕES: *Realizar trabalhos de manutenção preventiva e corretiva em instalações elétricas de baixa tensão…
86,Vagas de emprego: 2G GENTE&GESTÃO,2G GENTE&GESTÃO,"São Paulo, SP",R$ 1.800 por mês,Experiência em RH Generalista e conhecimentos na Área Financeira.Buscamos por profissional responsável e comprometida e sobre tudo que seja discreta.
87,Vagas de emprego: Talentbrand Hunting,Talentbrand Hunting,"São Paulo, SP",,"*** Vaga de uma empresa cliente da Talentbrand *** DESCRIÇÃO DA VAGA Dirigir a área de RH, suporte aos gestores e os programas estratégicos junto à…"
88,Vagas de emprego: NC - RH e Psicologia,NC - RH e Psicologia,"Vila Olímpia, SP",R$ 1.500 - R$ 3.000 por mês,"Zona Sul, SP - Vila Olímpia.Formação Superior ou estudando Publicidade, Marketing ou similares."
89,+1 local,Malka RH,"Guarulhos, SP+1 local",R$ 5.000 por mês,"Controlar os documentos exigidos pela legislação vigente além de inspeções, auditorias e certificações necessárias na área de Segurança no Trabalho e Meio…"
90,Analista de Recursos Humanos Jr.,Vyttra Diagnósticos,"São Paulo, SP",,"Para fazer parte do time Vyttra, você deve ter foco no que é importante, valorizar qualidade das entregas e ser empático."
91,Gerente de Expansão,Davi & Associados RH,"São Paulo, SP",R$ 7.000 - R$ 10.000 por mês,Buscamos Gerente de Expansão Para atuar na região Sul e Sudeste do Brasil. Profissional com conhecimento do mercado de “GONDOLAS E MOBÍLIA PARA SUPERMERCADOS…
92,Ajudante de Lavagem,Malka RH,"Guarulhos, SP",R$ 1.610 - R$ 1.950 por mês,"? Recebe os IBC´s no setor, oriundos da lavagem ? Lava os IBC´s, através de mangueiras pressurizadas, com água fria ou quente a depender do produto residual; …"
93,Assistente Administrativo (Foco RH/DP),2G GENTE&GESTÃO,"Osasco, SP",R$ 1.800 por mês,Superior completo em qualquer área relacionada.Empresa Grupo GTEX* (empresa de transporte de cargas e fretamento).
94,ANALISTA DE TREINAMENTO E DESENVOLVIMENTO PARA RH,EDC Group,"São Paulo, SP",R$ 3.500 por mês,"EMPRESA: EDC GROUP RESPONSABILIDADES E ATIVIDADES Administrar e executar os treinamentos para toda empresa em diversos níveis hierárquicos, preparando o…"
95,Assistente de RH (Zona Oeste) - SP,RH shopping,"São Paulo, SP",R$ 2.300 por mês,Vivência anterior no varejo como Vendedora ou gerente de lojas.
96,Enfermeira Coordenadora Jr.,Willis Towers Watson,"São Paulo, SP",,Preferemcia com conhecimento no âmbito da Saúde Suplementar ( Rol NA).
97,ANALISTA DE CAMBIO JUNIOR,Helena Soluções Globais para RH,"São Paulo, SP",,"SOMOS UMA CORRETORA COM SOLUÇÕES COMPLETAS EM SERVIÇOS DE CÂMBIO – em São Paulo / SP Buscamos candidatos com perfil de organização, alto nível de…"
98,Assistente de RH/DP,Alta Performance Promoções,"Barueri, SP",R$ 1.290 por mês,Mínimo de 2 anos na área de atuação.Todos no ambiente organizacional tomam os devidos cuidados contra o COVID 19.
99,AUXILIAR DE SERVIÇOS GE…,VERO RH,"São Paulo, SP",R$ 1.500 - R$ 1.700 por mês,Especificação da Vaga AUXILIAR DE SERVIÇOS GERAIS JR - Efetiva. Ensino fundamental completo. Com experiencia em limpeza geral e cozinha. Atividades: limpeza…
100,Assistente de Recrutamento e Seleção,Westwing,"Home office in São Paulo, SP",,Estamos com uma posição para o time de RH do Westwing na área de Recrutamento e Seleção! Se você gosta de pessoas e quer trabalhar em em departamento…
101,Assistente de Expedição,Conte RH,"São Paulo, SP",R$ 1.661 por mês,"Atividades: Ira fazer expedição de materiais, armazenamento de produtos, controle de estoque, carga e descarga de veículos, entrada e saída de materiais.…"
102,Auxiliar de Limpeza,Conte RH,"São Paulo, SP",R$ 1.480 por mês,"Consultoria de RH admite Auxiliar de Limpeza em São Paulo para atuar em Tempo integral, De segunda a sexta das 09:00 às 18:43. Irá fazer toda a limpeza e…"
103,Analista de benefícios,Jadlog Logística SA,"São Paulo, SP",,"Excel - Intermediário (Procv, Tabela dinâmica, Gráficos dinâmicos).Conhecimento essencial em vale transporte (foco da vaga)."
104,Coordenação de Planejamento de Conteúdo,banQi,"Hybrid remote in São Paulo, SP",,"A pessoa Coordenadora de Planejamento de Conteúdo fará parte de um time de Comunicação e Marca em nossa Diretoria de Marketing e será responsável por comunicar,…"
105,ESTÁGIO DE RH,,"São Paulo, SP",R$ 1.100 por mês,"Ensino Superior cursando último ano em Psicologia, Administração ou Gestão de RH."
106,Assistente Fiscal,CONNECTABIL RH,"Santo André, SP+1 local",R$ 2.000 - R$ 2.500 por mês,Atividades: Emissão de Notas Fiscais Apuração de Tributos Lançamento de Notas Fiscais Entrega de Obrigações Acessórias Auxiliar Classificação Conciliação…
107,Operador de Financiamento de Veículos (PCD),Red Pill RH,"São Paulo, SP",,Veículo próprio e CNH ativa;Day Off no dia do seu aniversário;
108,Assistente Financeiro,Realiza RH,"São Paulo, SP",R$ 2.000 - R$ 2.500 por mês,"Dar suporte fiscal tributário.Registrar informações no ERP, relativas às atualizações fiscais.Parametrizar dados fiscais de vendas no ERP, mantendo estreito…"
109,Operador de caldeira,O Amanhã RH,"Zona Sul de São Paulo, SP",R$ 2.300 por mês,"Salário R$ 2.300,00 + VT + Cesta básica + Plano médico e odontológico (empresa cobre 70%) + alimentação na empresa."
110,Pessoa Estagiária em Recrutamento e Seleção - Vaga afirmativ...,Remessa Online,"Home office in São Paulo, SP",,O que você vai fazer aqui na Remessa Online.Criar e gerir a primeira agenda de Onboarding de novos líderes na Remessa;Entrevistas com o time/gestor.
111,Coordenador de Recursos Humanos - Cambuci,Jobbol,"São Paulo, SP",R$ 5.500 por mês,"Empresa admite Coordenador de Recursos Humanos em São Paulo (Cambuci) para atuar em Tempo integral, Segunda a Sexta. Gestão dos subsistemas de RH e…"
112,Vendedora de Auto Peças,NACIONAL RH,"São Paulo, SP",,"Realizar vendas por telefone Acompanhamento do pedido de vendas em todas as suas etapas e dinâmicas Cadastros, digitação de pedidos e serviços dentro do…"
113,ASSISTENTE BENEFICIOS III - Zona Norte/SP,Alper Seguros,"São Paulo, SP",,"Para proteger tudo que mais importa é preciso ter ao seu lado pessoas em que você possa confiar.Temos o certificado GPTW, o que reforça o nosso comprometimento…"
114,DESENVOLVEDOR C# JUNIOR,Sysplan Tecnologia & RH,"São Paulo, SP",R$ 5.000 - R$ 6.000 por mês,"NET C#, NET Core, HTML, CSS e Java Script, SQL Server."
115,ASSISTENTE ADMINISTRATIVO DE VENDAS JR,Malka RH,"Guarulhos, SP",R$ 2.500 - R$ 2.882 por mês,Exp em indústria na área comercial.
116,Meio oficial de cozinha,Plural RH,"São Paulo, SP",R$ 1.800 por mês,Segunda a sexta - 09h às 18h.
117,Analista de Licitação,CONSULTORIA G&P RH,"São Paulo, SP",R$ 5.700 - R$ 5.766 por mês,Desejável conhecimento da legislação aplicável a vendas para o governo.
118,Analista de Indicadores Júnior,GrupoSC Distribuidora de Medicamentos,"São Paulo, SP",,Executar outras atividades correlatas ao cargo.
119,Auxiliar Administrativo,APETECE SISTEMAS DE ALIMENTAÇÃO LTDA.,"São Paulo, SP",R$ 1.600 por mês,Requisitos: - Será um diferencial vivência na área administrativa em RH preferencialmente em empresas de alimentação hospitalar; - Possuir fácil acesso a…
120,Executivo de Negócios,TM CONSULTORIA RH,"Barueri, SP",R$ 1.890 - R$ 2.890 por mês,"Salário: R$1.890,00 - R$2.890,00 por mês • Benefícios\*: - Assistência médica - Assistência odontológica - Vale-refeição - Vale-transporte."
121,Estágio em Recursos Humanos,Tarjab Incorporadora,"São Paulo, SP",,"O departamento de Recursos Humanos tem um papel essencial na Tarjab! Aqui você terá oportunidade de ter uma atuação estratégica com grande impacto no negócio,…"
122,Estoquista para restaurante industrial,CIASI SERVICOS DE RH LTDA,"São Paulo, SP",,"Fique atento ao seu email, podemos enviar agendamento de entrevista ou retorno do processo seletivo por lá Restaurante funciona 24 horas, então a escala é 6x1…"
123,Analista Fiscal,CONNECTABIL RH,"São Paulo, SP+3 locais",R$ 3.300 - R$ 3.650 por mês,Conhecimento nos três regimes tributários.Que não esteja trabalhando (Isso tornará o processo mais moroso).Conhecimento no sistema Domínio e/ou Sage.
124,Assistente Fiscal,Reinvent Consultoria e RH,"São Paulo, SP",R$ 2.500 por mês,Bom nível de conhecimento em pacote Office;
125,Analista de RH II (Planejamento de Custos de Pessoas),Grupo Fleury,"São Paulo, SP",,Informática: Conhecimento pacote office (Excel Avançado).O Grupo Fleury informa que a participação em seus processos seletivos é gratuita e nenhum colaborador…
126,Líder de Logística,Malka RH,"Guarulhos, SP",R$ 4.000 por mês,"Experiência em função Ter atuado em Indústria Coordenar todas as atividades relacionadas com a expedição e o recebimento de materiais, almoxarifado…"
127,TÉCNICO DE AUDIOVISUAL - (ZONA LESTE/SP),Vero RH,"São Paulo, SP",R$ 4.163 por mês,"Possuir ensino médio completo, vivência profissional na função e registro profissional (DRT) válido em território nacional, necessário para o exercício legal da…"
128,Business Partner / Representante de RH,Ecolab,"São Paulo, SP",,"Conduzir processos seletivos de posições de gestão junto à área de Talent Acquisition.Desejável possuir Pós Graduação em RH, Gestão Empresarial ou Comunicação."
129,Analista de Beneficios Junior,Bematize,"Home office in São Paulo, SP",R$ 2.100 por mês,"Nível: Analista Área: Operacional Escolaridade: Graduação - Administração, Contabilidade, Recursos Humanos - Indiferente Tipo de contrato: CLT Jornada de…"
130,Assistente de Recursos Humanos / Departamento Pessoal,Scorpions Centro de Formação de Vigilantes,"São Paulo, SP",R$ 1.300 - R$ 1.400 por mês,"Estamos Contratando Assistente de RH / DP com experiência em Admissão, Demissão, fechamento de folha, cálculo de benefícios, solicitação de VA, VR, VT, etc.…"
131,Consultor de Loja Própria,Grupo Nós,"Hybrid remote in São Paulo, SP",,"Interface com todas as áreas internas da companhia (Trade, Supply, TI, RH, Comercial e etc...);Planejar ações e desenhar estratégias comerciais e táticas,…"
132,ESPECIALISTA DE PRODUTOS MEDICOS,Helena Soluções Globais para RH,"São Paulo, SP",,"Desenvolver material técnico, científico, catálogos, folders, eventuais itens de marketing;Suportar equipe de vendas em processo de demonstração de produtos;"
133,Auxiliar de Serviços Gerais - Com Experiência,Padaria Samara,"São Caetano do Sul, SP",R$ 1.600 por mês,Auxiliar de Serviços Gerais (Necessário Experiência) Descrição Resumida: atuará no pré preparo de alimentos e limpeza em geral Horário de Trabalho: 06h00 às…
134,Promotor Técnico ou Promotora Técnica (Pets) - Saúde Animal...,Boehringer Ingelheim,"São Paulo, SP",,Aumentar demanda de produtos Boehringer Ingelheim garantindo o cumprimento das metas de vendas (mix & positivação);
135,TEMPO RH,TEMPO RH,"São Paulo, SP",,"Promotor de Vendas em São Paulo - SP.Será responsável pela atuação volante.Além de organizar, precificar, abastecer, será o que irá dar apoio nos setores em…"
136,Vagas de emprego: Malka RH,Malka RH,"São Caetano do Sul, SP",R$ 1.839 por mês,Horário de trabalho: *De Segunda a Sexta-feira das 08:00 às 18:00hs.Local de Trabalho: *São Caetano do Sul.Atividades que serão exercidas nessa função: *.
137,Vagas de emprego: IN LOCO CONSULTORIA EM RH,IN LOCO CONSULTORIA EM RH,"Vila Maria, SP",R$ 1.000 - R$ 2.000 por mês,Lançamentos diários dos atendimentos Lançamentos das clinicas credenciadas Lançamentos das contas medicas Suporte para recepção.
138,Vagas de emprego: Emporium de Thalentos,Emporium de Thalentos,"São Paulo, SP",R$ 8.000 por mês,"GERENTE DE RH para segmento de mercado LUXO (bens duráveis), presencial SP / Capital.Perfil generalista, com histórico de reconhecimento de uma liderança…"
139,Vagas de emprego: Malka RH,Malka RH,"Guarulhos, SP",R$ 1.530 - R$ 1.780 por mês,"? Atendimento ao correio, cartório e telefônico PABX.? Sistema GVPS (e-mails e Zapsac ).Tipo de vaga: Meio período, Efetivo CLT."
140,Aster,Aster,"São Paulo, SP",R$ 1.287 por mês,"Apoiará o Departamento Pessoal, com arquivo de documentos, atendimento ao funcionário, conferência de dados e envio de documentos."
141,Vagas de emprego: Helena Soluções Globais para RH,Helena Soluções Globais para RH,"São Paulo, SP",,"SOMOS O PARQUE ZOOLÓGICO, O ZOO SAFÁRI E O JARDIM BOTÂNICO DE SÃO PAULO, O MAIOR JARDIM ZOOLÓGICO DO BRASIL E O QUARTO MAIOR DO MUNDO!"
142,+1 local,Malka RH,"Limão, SP+1 local",R$ 1.527 por mês,"Preparar, entregar e manuseia cargas e descargas de mercadorias.Controla a qualidade dos serviços prestados.Tipo de vaga: Tempo integral, Efetivo CLT."
143,Vagas de emprego: Malka RH,Malka RH,"Guarulhos, SP",R$ 2.000 - R$ 2.500 por mês,Atividades que serão exercidas nessa função: - relatórios e atendimento ao cliente (QUANDO NECESSÁRIO);Leitura e interpretação de normas técnicas.
144,Vagas de emprego: Desenvolver RH,Desenvolver RH,"Home office in São Paulo, SP",,Experiência em vendas de equipamentos médicos em UTI e Centro Cirúrgico.Tem experiência em vendas de equipamentos médicos em UTI e Centro Cirúrgico?
145,Vagas de emprego: FESEL CONSULTORIA EM RH LTDA,FESEL CONSULTORIA EM RH LTDA,"São Paulo, SP",R$ 2.220 por mês,"Idioma inglês fluente, disponibilidade para trabalhar de segunda a sexta feira das 11has20h, desejável ter trabalhado em escritório de advocacia."
146,Timbre RH,Timbre RH,"Santo André, SP",R$ 4.200 por mês,"Vivência no segmento de Logística e cadeia de suprimentos.Ter disponibilidade para atuação aos finais de semana se necessário.Salário: R$4.200,00 por mês."
147,Vagas de emprego: Principal,Principal,"São Paulo, SP",,"Benefícios: Vale transporte, vale refeição, assistência médica e odontológica, seguro de vida, day off, auxílio creche e programas de qualidade de vida."
148,GPA,GPA,"São Paulo, SP",,"Você sabia que o GPA é um dos maiores empregadores privados do Brasil?Por isso, sabemos que as pessoas são o ativo mais valioso que podemos ter."
149,Vagas de emprego: Malka RH,Malka RH,"São Caetano do Sul, SP",R$ 4.000 - R$ 5.000 por mês,"Horário de trabalho: *De Segunda a Sexta-feira das 08:00 às 18:00hs.Local de Trabalho: *São Caetano do Sul.Tipo de vaga: Tempo integral, Efetivo CLT."
150,Estágio - Adm/RH,DEMOLIDORA DIEZ LTDA,"São Paulo, SP",,"Auxilio a equipe de RH e Adm.Benefícios: Vale Transporte, Vale Refeição, Vale Alimentação, Assistência Médica, Seguro de Vida."
151,ANALISTA PLENO - Check Point e Algosec,Abrace Consultoria em RH e Coaching,"São Paulo, SP",R$ 8.500 - R$ 10.000 por mês,Necessário ser de São Paulo ou grande São Paulo.Disponibilidade para trabalhar em janelas pré-definidas e/ou escalas de plantão.
152,Assistente de RH,Inklua Servicos Para Inclusao de Pcd Ltda,"São Paulo, SP",,"BENEFÍCIOS: gratificação de férias, assistência médica e odontológica, previdência privada, plano de farmácia, seguro de vida, refeitório no local, vale…"
153,Business Partner RH,GrupoSC Distribuidora de Medicamentos,"Home office in São Paulo, SP",,"Buscamos pessoas que nos ajudem à cumprir o nosso propósito de levar mais saúde para mais pessoas.Se você é um profissional pró ativo, flexível à mudanças e…"
154,Assistente de Viagens - Pinheiros,Unic RH,"São Paulo, SP",,"Consultoria de Recursos Humanos admite Assistente de Viagens em São Paulo (Pinheiros) para atuar em Tempo integral, De segunda a sexta."
155,Torneiro Mecânico,Passos RH,"São Paulo, SP",R$ 2.500 - R$ 3.000 por mês,"Experiência em torno mecânico, solda, serviço de usinagem, confecção de buchas, embuchamento de e metalização de eixos."
156,Assistente Contábil,RH JUPITER SERVIÇOS DE RH E TREINAMENTOS LTDA,"São Paulo, SP",R$ 2.400 por mês,"Escrituração e fechamento contábil de empresa do Simples Nacional e Lucro Presumido, entrega de obrigações acessórias pertinentes a área e atendimento ao…"
157,Assistente ou Analista de Recursos Humanos - 2549329695 - Pr...,BURH,"Caieiras, SP",,BENEFÍCIOS: Cesta básica / convênio médico.A VAGA NÃO É PARA A PREFEITURA DE CAIEIRAS / ESTAMOS INTERMEDIANDO A VAGA PARA UMA EMPRESA.
158,Gerente de Projetos de TI,Desenvolver RH,"Home office in São Paulo, SP",,"Conhecimentos em produtos médicos e processos regulatórios._A *Prolife* é uma empresa que desenvolve, produz e comercializa equipamentos médicos."
159,Assistente Administrativa,269 Chilli Pepper Single Hotel,"São Paulo, SP",R$ 2.000 por mês,"Auxiliar o Departamento de RH nos procedimentos de admissão, desligamentos, folha de pagamento, vale transporte, atendimento aos funcionários, elaboração de…"
