,vaga,empresa,localização,salário,requisitos
0,Estagiário Precificação e Índices,Anbima,"São Paulo, SP",,"Noções de programação (VBA, Python, SQL, Matlab).Bolsa estágio compatível com o mercado."
1,5915 - Cientista de Dados,GLOBAL HITSS,"São Paulo, SP",,"Somos uma empresa do grupo América Móvil, com mais de 30 anos de experiência no mercado de soluções digitais e serviços de TI na América Latina e Estados…"
2,Analista Desenvolvedor Python,Shopee,"São Paulo, SP",,VBA e JavaScript serão considerados diferenciais.Capacidade de trabalhar em um ambiente multifuncional e colaborativo.
3,Desenvolvedor PYTHON,LLIEGE,"São Paulo, SP",R$ 6.000 por mês,"Atuar com programação Fullstack, Django, consumo de APIS REST, bancos de dados, JavaScript, jQuery, HTML e CSS."
4,Desenvolvedor Python Sênior,Innolevels,"São Paulo, SP",R$ 6.500 - R$ 10.000 por mês,Automação de rotinas a frameworks completos de desenvolvimento web.
5,Desenvolvedor Python,Iterative,"São Paulo, SP",,Conhecimento técnico avançado em desenvolvimento (Python);
6,Desenvolvedor JR Backend (Java/Python/NodeJS)- Fintech Magal...,Luizalabs,"São Paulo, SP",,Aplicar e difundir as boas práticas de segurança no projeto;Conhecimento nas linguagens Java e/ou Python e/ou NodeJS;Versionamento de projetos com GIT;
7,Desenvolvedor Web,Evoi Publicidade,"São Paulo, SP",R$ 2.100 por mês,Colaborar com automação de processos em plataformas de marketing.
8,Estágio Full Stack,2RP Net,"Home office in São Paulo, SP",,"Alguma linguagem de programação (C, Java, C#, PHP, etc);Outras linguagens e tecnologias (PHP, C#, Java, Python, Node.js, Golang, etc);"
9,"Intern, Forensic Investigations and Intelligence",Kroll,"São Paulo, SP",,"Tecnologia da Informação, Análise de Sistemas, Banco de Dados Data Science, Big Data & BI, Tecnologia em Banco de Dados, ou áreas correlatas."
10,Pessoa Desenvolvedora de Back End Jr,Enext,"Home office in São Paulo, SP",,"Configurar serviços (VM, banco de dados, lambda) simples em diferentes clouds como AWS, Azure e Google Cloud Platform;"
11,ANALISTA DE DADOS JUNIOR,A Gente Faz Terceirização,"São Paulo, SP",R$ 2.000 por mês,"REQUISITOS: HABILIDADE EM DASHBOARD TRATAMENTO DE INFORMAÇÕES CONHECIMENTO EM EXCEL, POWER BI E PYTHON PACOTE OFFICE Atividades desenvolvidas: *…"
12,Cientista de Dados,Liv Up,"Home office in São Paulo, SP",,"Utilizando nossa plataforma de dados, nosso time constrói produtos que utilizam algoritmos de Machine Learning e otimização de restrições para encantar nossos…"
13,Data Analyst,Capim,"Home office in São Paulo, SP",R$ 5.000 - R$ 10.000 por mês,Somos uma fintech que está transformando os serviços financeiros no setor de saúde no Brasil.Identificar desafios e oportunidades de negócio e usar ferramentas…
14,Software Developer - Python,IBM,"São Paulo, SP",,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…"
15,Analista de Dados Pleno - Home Office,RUFINO HR CONSULTING,"Home office in São Paulo, SP",R$ 3.500 por mês,"Pacote office avançado, BI intermediário, SAS básico, Python intermediário e banco de dados intermediário.Local: * Home Office, com disponibilidade de ir até a…"
16,Data Scientist Jr,Remessa Online,"Home office in São Paulo, SP",,"Como será o dia a dia.Desenvolver decisores no produto, compliance, e CRM por meio de modelagem estatística aplicada (Sistemas de detecção de fraude, Score de…"
17,Estagiário de Dados,Safira Energia,"Home office in Barueri, SP",,"Aqui contamos com uma galera visionária e destemida, que vive num movimento constante para sempre fazer mais e melhor, trazendo soluções inteligentes para o…"
18,[Python] - Software Engineer,Revelo Network,"Home office in São Paulo, SP",,"Estamos em busca de um profissional de Software de Engineer Requisitos Técnicos Python, Aws, Postgresql Requisitos técnicos obrigatórios: Inglês Fluente +4…"
19,Analista de Service Desk Júnior,CCEE,"Home office in São Paulo, SP",,Pessoas com deficiência são bem-vindas em nosso time.Será responsável por atender os chamados internos e externos de 1º nível e 2º(presencial ou remoto) de…
20,Analista/Desenvolvedor Python RPA,Orangefox,"Home office in São Paulo, SP",,"Experiência comprovada com o mínimo de 2 (dois) anos atuando em projetos;Sólidos conhecimentos em Python, SQL, Github e Excel;"
21,Estágio Machine Learning,2RP Net,"Home office in São Paulo, SP",,Desenvolver processos de ML Engineering;Aprender a monitor a qualidade de modelos de ML usando técnicas estatísticas avançadas;
22,Estágio (Indicadores),MetLife,"São Paulo, SP",,"Elaboração dos indicadores da área;Principais responsabilidades ou desafios: (Escreva no mínimo 5).Acompanhamento de sinistros da carteira de Vida, AP e…"
23,Desenvolvedor Python,BCF SOLUTIONS,"São Paulo, SP",,"Experiência com Python, Flask, Django, Docker e SQL.Compreensão da arquitetura e dos princípios de IoT.Python por 3 anos (Preferencial)."
24,Partner Operations Assistant,Gympass,"São Paulo, SP",,"Execution of daily work, involving the execution of Python scripts, creation, and maintenance of SQL queries, editing Partners profiles on the CRM/Salesforce."
25,Estágio Desenvolvimento,,"Barueri, SP",R$ 3.500 por mês,"Estamos na vanguarda das tecnologias de engenharia do futuro, com soluções que garantem o sucesso de nossos clientes em setores-chave que estão moldando o…"
26,ANALISTA DE DADOS JR,BANCO BBC Digital,"São Paulo, SP",,Desejável experiência em construção de Dashboards em PowerBI.
27,Estagiário - Business Intelligence,Cescon Barrieu,"São Paulo, SP",,Aqui você encontra um ambiente amigável e muitas oportunidades para trabalhar em operações e nos casos mais interessantes e relevantes do Brasil.
28,Desenvolvedor Python Backend Sênior,R&SSOUZA,"Home office in São Paulo, SP",R$ 7.000 - R$ 10.000 por mês,"Experiência de 05 anos na ou mais.Experiências em Python e seus frameworks como Django, Flask, FastAPI e afins / Bancos de dados relacionais como Postgres,…"
29,Programa de Estágio | Times de dados,WMS,"Home office in São Paulo, SP",R$ 1.403 por mês,"Devido à evolução tecnológica do marketing, o mercado de publicidade gera cada vez mais dados, o que torna a área responsável pela extração, tratamento e…"
30,Wipro Limited,Wipro Limited,"São Paulo, SP",,Experience in testing distributed Cloud based applications.Understand existing test cases and develop new ones.Good understanding of CI/CD pipeline.
31,Buonny,Buonny,"São Paulo, SP",,"Estruturação de base de dados para análise comerciais;Conhecimento de Big Data (Spark, Cloudera, Hadoop) e Python;Modelagem de dados SQL/Teradata, Big Data;"
32,Vagas de emprego: Shopee,Shopee,"São Paulo, SP",,Garantir que as métricas dos produtos andem alinhadas com os objetivos da empresa.
33,Vagas de emprego: Flix,Flix,"São Paulo, SP",,"Conhecimento em linguagens de programação de análise de dados (R, Python, Hadoop e SQL);Visualização de Dados; Data Mining, Machine Learning;"
34,Vagas de emprego: Clearsale,Clearsale,"Home office in São Paulo, SP",,Tem segurança na tomada de decisões que podem gerar grandes impactos;Sabe trabalhar em equipe (acreditamos muito “nós” ao invés de “eu”);
35,Vagas de emprego: SpeedJob,SpeedJob,"São Paulo, SP",R$ 1.950 por mês,. Irá dar suporte aos clientes internacionais;. Possuir conhecimento mínimo sobre mercado financeiro.
36,Gympass,Gympass,"Home office in São Paulo, SP",,"Our team is responsible for providing our users with the tools they need to discover Gympass products and services that best fits their interests, such as gyms,…"
37,Abril Comunicações,Abril Comunicações,"Home office in São Paulo, SP",R$ 5.000 - R$ 5.500 por mês,"Montagem de um data lake da empresa, incialmente voltado para área de assinaturas, e envolvendo a parte de audiência de sites, dados de assinaturas, assinantes…"
38,Clearsale,Clearsale,"Home office in São Paulo, SP",,"Gerir, criar e dar manutenção aos indicadores contratuais que temos com nossos clientes;Trabalho com grandes volumes de dados com extração e manipulação de…"
39,Wipro Limited,Wipro Limited,"São Paulo, SP",,Experience in testing distributed Cloud based applications.Understand existing test cases and develop new ones.Good understanding of CI/CD pipeline.
40,Vagas de emprego: DATAB,DATAB,"São Caetano do Sul, SP",,"Como principal atividade, esse profissional ensinará e repassará essa paixão para outras pessoas por meio da produção de conteúdo técnico educacional sobre a…"
41,Gympass,Gympass,"São Paulo, SP",,Definition and execution of a continuous improvement process for the project.Monitor metrics and expose insights into how the project is doing over the weeks…
42,Vagas de emprego: Vem Pra Vivo,Vem Pra Vivo,"Home office in São Paulo, SP",,"Para que o cliente tenha uma melhor experiência com os nossos serviços, temos o time de Engenharia e Serviços ao Cliente.Net, C#, Java e Java script;"
43,Vagas de emprego: Capim,Capim,"Home office in São Paulo, SP",R$ 8.000 - R$ 10.000 por mês,Somos uma fintech que está transformando os serviços financeiros no setor de saúde no Brasil.Definir técnicas e abordagens para os problemas de data science…
44,Vagas de emprego: Centro de Excelência Votorantim BR,Centro de Excelência Votorantim BR,"São Paulo, SP",,Buscamos por cientistas de dados para integrar o time do Centro de Excelência Votorantim na área de Data Analytics.Banco de Dados e SQL;
45,Desenvolvedor(a) Python Pleno,Experian,"São Paulo, SP",,"Portanto, acreditamos que trabalhar conectados como um time único e em um ambiente dinâmico e desafiador é extremamente importante para o crescimento pessoal e…"
46,Analista Segurança da Informação Junior,Itaú Unibanco,"São Paulo, SP",,"Analisar e acompanhar o Ciclo de Concessão de Acessos de maneira a garantir a sua efetividade, conclusão nos prazos pré-estabelecidos e retroalimentação ao…"
47,Bolsa Treinamento Técnico TT-5 Especialista em Informática,IFT-UNESP,"São Paulo, SP",R$ 8.468 por mês,"A implantação será feita em colaboração com o instituto ICTP em Trieste, Itália (www.ictp.it)."
48,Desenvolvedor(a) Python Pleno,,"São Paulo, SP",R$ 8.000 por mês,Desenvolver e manter uma API em Python Flask.Desenvolver e manter banco de dados MySQL com ORM (SQLAlchemy).
49,Estagiário de Desenvolvimento - Middle Office,Safira Energia,"Home office in Barueri, SP",,"Aqui contamos com uma galera visionária e destemida, que vive num movimento constante para sempre fazer mais e melhor, trazendo soluções inteligentes para o…"
50,Redes (NRE),PayGo Pagamentos,"Home office in São Paulo, SP",,Garantir a comunicação dos ambientes (On-Premises e Clouds) de forma segura e automatizada com transparência e baixa latência;
51,Analista de banco de dados Jr.,Allcare Gestora de Saúde,"São Paulo, SP",,Criação de novas rotinas de ETL.
52,Data Scientist - LATAM,Signifyd,"Home office in São Paulo, SP",,The Data Science team at Signifyd builds the models that power our fraud detection engine.Our machine learning pipeline keeps us one step ahead of fraudsters…
53,Data Engineer Python| Collibra,CAPCO,"São Paulo, SP",,"Expertise técnica em modelos de dados, desenvolvimento de design de banco de dados, mineração de dados e técnicas de segmentação;"
54,Analista de Business Intelligence Junior,ITAPEVA Recuperação de Créditos,"São Paulo, SP",R$ 3.500 por mês,"Formação Superior Completa em Ciência da Computação, Análise de Sistemas, Banco de Dados, Big Data ou áreas relacionadas a Tecnologia da Informação;"
55,QA Tester Python SR,RHTALENTOS.TEC,"Home office in São Paulo, SP",R$ 8.000 - R$ 20.000 por mês,"Kanban, Scrum, Jira, Confluence, BDD - Behavior Driven Development, Gherking, SQL, Modelagem de dados relacional, Cloud-AWS, API, Json, Python, Postman, Swagger…"
56,Estágio em Desenvolvimento de Web no Magroove,Magroove Serviços Digitais,"Home office in São Paulo, SP",R$ 999 - R$ 1.000 por mês,Nosso objetivo é ajudar artistas independentes a monetizar seu trabalho com uma plataforma web que concentra diversas ferramentas que eles vão precisar no…
57,Estagiário de Risco e Modelagem,C&A,"Home office in Barueri, SP",,"Validar e monitorar todos os modelos em produção, garantindo a performance dos modelos dentro dos parâmetros pré-estabelecidos e fazer os ajustes e retreinos…"
58,Desenvolvedor Python SR,Luby Software,"São Paulo, SP",,"4+ anos em desenvolvimento de softwares ou experiência comprovada em grandes projetos.Conhecimentos em ferramentas da suíte Apache (Airflow, Solr, FluentD)."
59,OPERADOR DE MESA JUNIOR - TRADER,Banco Master,"São Paulo, SP",,Boletar operações realizadas pela tesouraria;
60,Software Engineer - Python/Django,Juntos Somos Mais,"Home office in São Paulo, SP",,"Você fará parte do time de Tecnologia, da squad de Loyalty.Experiência com Docker e Kubernetes;Experiência atuando com meios de pagamento;"
61,DEVOPS PLENO / 100% REMOTO / EMPRESA EUROPEIA,Joyjet Digital,"Home office in São Paulo, SP",R$ 6.000 - R$ 10.000 por mês,"Apoia no desenho de Soluções e Projetos de Cloud Transformation.Mínimo três (03) anos de experiência.Experiência em Amazon Web Services (API Gateway, Lambda,…"
62,Tutor Online,Latinhire,"São Paulo, SP",,Estamos procurando alunos ou profissionais com conhecimento robusto em qualquer um dos assuntos listados abaixo e com um nível de inglês escrito alto o…
63,ANALISTA INFRAESTRUTURA TI PL - PLATAFORMA CLOUD - 4250 DITI,Banco Bradesco SA,"Osasco, SP",,"Somos um dos mais modernos Bancos do mundo, referência em inovação e tecnologia.Prática na implementação de Projetos de TI em arquitetura ou desenvolvimento;"
64,Analista Júnior - Estratégia,ITAPEVA Recuperação de Créditos,"São Paulo, SP",R$ 3.500 por mês,"Recém formados em exatas (Ex.: Engenharia, Matemática, Física);"
65,Analista Segurança da Informação Junior,Itaú,"São Paulo, SP",,"Analisar e acompanhar o Ciclo de Concessão de Acessos de maneira a garantir a sua efetividade, conclusão nos prazos pré-estabelecidos e retroalimentação ao…"
66,"Especialista de controladoria, Custos",Nubank,"Home office in São Paulo, SP",,"O Nubank foi fundado em 2013 para libertar as pessoas de um sistema financeiro burocrático, lento e ineficiente.Possui habilidades em Scala, SQL ou Python."
67,Desenvolvedor (a) Java/Python PL,Recrutamento Externo,"São Paulo, SP",,Programação em linguagem Java + Python;Definir e entender requisitos técnicos e funcionais;Análise e desenvolvimento de serviços customizados com tecnologia…
68,Desenvolvedor (a) Full Stack Python,Bravi,"Home office in São Paulo, SP",,Sempre temos mais o que aprender.
69,Engenheira de Dados Júnior,EY,"São Paulo, SP",,"Desenvolver novos estudos baseados em diferentes tipos de dados;Otimizar e analisar códigos SQL e rotinas ETL;Big Data (Hive, Hadoop, HQL);"
70,Cientista de dados/machine learning python pleno (remoto),Lean Saúde,"Home office in Vila Mariana, SP",,Diferencial experiência em web scraping (RPA) utilizando python.Desenvolvimento e manutenção de modelos descritivos e preditivos utilizando técnicas de machine…
71,ANALISTA DE PLANEJAMENTO E CONTROLE,Leroy Merlin,"São Paulo, SP",,"Preparar material de reporting (interna e externa) no âmbito de resultados e planejamento.Conhecimento em Ferramentas de BI/Analytics (SQL, Python, Qlik)."
72,Desenvolvedor(a) Python júnior (14),GeekHunter,"Home office in São Paulo, SP",R$ 16.000 - R$ 18.000 por ano,"No primeiro momento o profissional será treinado para atuar com PySpark;Usando o PySpark, escrever os códigos usando Python."
73,Data Scientist,GoIT,"Home office in São Paulo, SP",R$ 6.000 - R$ 12.529 por mês,"Licenciatura em um campo altamente quantitativo (Ciência de Dados, Ciência da Computação, Aprendizado de Máquina, Pesquisa Operacional, Estatística, Matemática,…"
74,Analista de Business Intelligence Jr,TradersClub,"São Paulo, SP",,Manutenção das bases e informações do BigQuery para o Looker;Programação em R ou Python;
75,Capgemini,Capgemini,"São Paulo, SP",,"Se você compartilha dos mesmos valores, aqui é o seu lugar.Conhecimentos em SPLUNK e Dynatrace;Conhecimentos em SQL, Python ou powershell;"
76,Vagas de emprego: Instruct,Instruct,"Home office in São Paulo, SP",R$ 9.000 - R$ 12.000 por mês,Buscamos profissional que tenha pelo menos 6 anos de experiência desenvolvendo software e consiga ensinar o time a partir dessas experiências.
77,Vagas de emprego: Azos,Azos,"Home office in São Paulo, SP",,"Nós somos a Azos, viemos para proteger o sonho das famílias brasileiras.Criação e manutenção de Web-Api’s Rest;"
78,Vagas de emprego: 2RP Net,2RP Net,"Home office in São Paulo, SP",,Trabalhar com Sistema Operacional Linux.Auxiliar na análise e validação de Pull Requests.Auxiliar no versionamento de códigos.
79,Wipro Limited,Wipro Limited,"São Paulo, SP",,Should be aware of data processing architecture like Lambda.MUST have AWS pipeline/warehouse experience.MUST have experience in pyspark programming of AWS…
80,Vagas de emprego: modalmais,modalmais,"São Paulo, SP",,"O que nos move Antes de sermos uma empresa, antes de sermos um banco ou até mesmo antes de sermos uma instituição, nós somos um grupo de pessoas em constante…"
81,Banco Bradesco SA,Banco Bradesco SA,"Osasco, SP",,"Somos um dos mais modernos Bancos do mundo, referência em inovação e tecnologia.Ferramentas de automação (Jenkins, Puppet, Chef, Ansible);"
82,Vagas de emprego: Canonical - Jobs,Canonical - Jobs,"São Paulo, SP",,You are a python programmer with interest or experience in golang.On the Kubernetes team you will gain experience with the latest features in Kubernetes and…
83,Vagas de emprego: 2RP Net,2RP Net,"Home office in São Paulo, SP",,"Conhecimnto em Bash e Python;Familiarizado com Docker e Containers;Conhecimento no Azure, AWS, GCP e data centers locais;Saúde mental > Plataforma Moodar;"
84,Vagas de emprego: Brasol - Soluções Energèticas Inteligentes,Brasol - Soluções Energèticas Inteligentes,"São Paulo, SP",,Monitoramento remoto da operação de usinas fotovoltaicas;Suporte ao time de gestão de ativos na execução de suas funções.
85,Vagas de emprego: Avita,Avita,"São Paulo, SP",,Desenhar os processos de integração de dados considerando o uso de SQL.
86,Vagas de emprego: Truelogic Software,Truelogic Software,"São Paulo, SP",,"Reaching more than 34 thousand clients and 31 million users worldwide, our customers rely on us to help them prepare for the changes that come with new…"
87,iugu,iugu,"Hybrid remote in São Paulo, SP",,Fazer parte de um time que faz a diferença.O que você vai encontrar na iugu.Saúde: Plano de saúde e odontológico Sulamérica (ambos sem desconto e sem copay…
88,Yaman,Yaman,"São Paulo, SP",,Programação em linguagem Java + Python;Definir e entender requisitos técnicos e funcionais;Análise e desenvolvimento de serviços customizados com tecnologia…
89,JBS,JBS,"São Paulo, SP",,Relacionamento com todas concessionárias que atendem nossas unidades;Gestão de consumo das unidades no Ambiente de Contratação Livre;
