,vaga,empresa,localizacao,salario,dataPostagem,dataRaspagem,requisitos,job_url
81,Designer Pleno,CIA Hering,"Home office in São Paulo, SP",,Postedhá 18 dias,2022-05-06,"Criação de peças de mídia externa para veiculação de Google, Facebook, criteo, entre outros.Ensino Superior Completo em Publicidade e Propaganda, Marketing,…",https://www.br.indeed.com/rc/clk?jk=1553747f324fd0b6&fccid=a76c73cacfc7a3e6&vjs=3
82,"Code Reviewer (HTML, CSS, JavaScript, React, Node.js)",Practicum,"Home office in São Paulo, SP",,Postedhá 16 dias,2022-05-06,All communication with students is through text and in the English language.1.5+ years of work experience as a full-stack web developer.,https://www.br.indeed.com/company/Practicum-by-Yandex/jobs/Code-Reviewer-56e35ed6e67d9ce3?fccid=3fa72a17b3354e40&vjs=3
83,Desenvolvedor de Sistemas III - Berrini SP,Atento Brasil,"São Paulo, SP",R$ 6.500 por mês,Postedhá 9 dias,2022-05-06,Ser proativo e participativo entregando com qualidade e dentro dos prazos previstos.Implementar interfaces garantindo a utilização de boas práticas no…,https://www.br.indeed.com/rc/clk?jk=77f2bf8c1d8bba31&fccid=28ba5f1b6307faa6&vjs=3
84,Research Scientist,IBM,"São Paulo, SP",,Postedhá 3 dias,2022-05-06,"IBM Research Brazil is hiring researchers and experienced software engineers for its Knowledge-centric Systems group, which pursues research aimed at advancing…",https://www.br.indeed.com/rc/clk?jk=1926163258512a9f&fccid=de71a49b535e21cb&vjs=3
85,Assistente de Serviços de TI,Experian,"Zona Sul de São Paulo, SP",,Postedhá 3 dias,2022-05-06,"Vivenciamos um momento de transformação digital e procuramos talentos que desejam ensinar, aprender e transformar junto com nosso time de Tecnologia.",https://www.br.indeed.com/rc/clk?jk=533110e907cf7e6c&fccid=75a3a5a15b202084&vjs=3
86,Analista de Sistemas,INSTITUTO MONITOR,"São Paulo, SP",R$ 3.000 - R$ 6.000 por mês,Postedhá 17 dias,2022-05-06,"Ensino superior, cursando ou concluído, em Sistemas.NET, C#, Web API e Modelagem de dados.Desejável Javascript, SQL e MySQL Diferencial PowerBI.",https://www.br.indeed.com/company/INSTITUTO-MONITOR/jobs/Analista-Sistemas-7ec399ad457a9958?fccid=c9bdbabccaf2a253&vjs=3
87,Software Developer,IBM,"São Paulo, SP",,Postedhá 11 dias,2022-05-06,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…",https://www.br.indeed.com/rc/clk?jk=d02ce4cf0f3eb4a7&fccid=de71a49b535e21cb&vjs=3
88,Desenvolvedor Front End Pleno,Wayon,"Home office in São Paulo, SP",,Postedhá 29 dias,2022-05-06,"O profissional será responsável por atuar no desenvolvimento web front-end.MS Office (Excel, Outlook e Word).",https://www.br.indeed.com/rc/clk?jk=773a0fcc2eb22890&fccid=3a3f5949aa44f096&vjs=3
89,Estágio Desenvolvimento,,"Barueri, SP",R$ 3.500 por mês,Postedhá 16 dias,2022-05-06,"Estamos na vanguarda das tecnologias de engenharia do futuro, com soluções que garantem o sucesso de nossos clientes em setores-chave que estão moldando o…",https://www.br.indeed.com/rc/clk?jk=bb21103079dc1971&fccid=dd616958bd9ddc12&vjs=3
90,Estágio em Tecnologia (Desenvolvimento),Docway,"São Paulo, SP",,Postedhá 7 dias,2022-05-06,"É isso que nos move, é por isso que somos apaixonados.Apoio no desenvolvimento de rotas (APIs).Programação Orientada a Objetos Alguma linguagem de programação…",https://www.br.indeed.com/rc/clk?jk=b1a48a186780ad4b&fccid=6b5e8f417bee3c9d&vjs=3
91,Estágio - Desenvolvimento de Software,ABC Sistemas,"Santo André, SP",,Postedhá 30+ dias,2022-05-06,"Conhecimentos sobre ASP, ASPNet, Javascript, CSS, HTML eSQL;Ser realmente interessado na área de desenvolvimento de software.",https://www.br.indeed.com/rc/clk?jk=5e18a24965011c98&fccid=50bfc0fc9f6aa492&vjs=3
92,Business Engineering,Meta,"São Paulo, SP",,Postedhá 16 dias,2022-05-06,You will write scalable production-grade code across Meta's platforms in collaboration with other product engineering teams.,https://www.br.indeed.com/rc/clk?jk=a76c523de57db7b1&fccid=ba07516c418dda52&vjs=3
93,3992 - ANALISTA DE SISTEMAS SR_SP,Sinqia,"Home office in São Paulo, SP",,PostedHoje,2022-05-06,"Conhecimento nas linguagens C# e SQL e no framework ASP.NET.Tecnologias de programação de páginas internet (Html, JavaScript e CSS);",https://www.br.indeed.com/rc/clk?jk=acad2470bbba4546&fccid=83849b17246b3c1e&vjs=3
94,Pessoa Desenvolvedora Backend (Remote),Vialaser,"Home office in São Paulo, SP",,Postedhá 16 dias,2022-05-06,"Será desenvolver um código limpo, testável e documentado para nossas API´s.Ser responsável por resolver problemas utilizando código;",https://www.br.indeed.com/rc/clk?jk=f0efe84318ea1120&fccid=2cae744f154f3099&vjs=3
95,Dev Full Stack,Metanoia Sistemas,"São Paulo, SP",R$ 1.000 - R$ 3.000 por mês,Postedhá 24 dias,2022-05-06,Procuramos um(a) Desenvolvedor(a) PHP com experiência em wordpress e frameworks javascript como React e ViewJS.,https://www.br.indeed.com/rc/clk?jk=c253a93996e799a8&fccid=7f85a0e50dac3a78&vjs=3
96,Desenvolvedor Frontend,PRÓ-CORPO ESTÉTICA,"São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"Elaboração de estudos visando conhecimento aprofundado da carteira de clientes para entendimento de perfil e comportamento (clusters), possibilitando…",https://www.br.indeed.com/rc/clk?jk=cf3dd35a4ac0391a&fccid=f0c2111b99559ec4&vjs=3
97,QA Júnior,Taking,"Home office in Barueri, SP",,PostedHoje,2022-05-06,"Conhecimento básico em Continuous Integration utilizando Git, Jenkins e Docker.Experiência em Testes Automatizados e Funcionais.",https://www.br.indeed.com/rc/clk?jk=c2728c84193b4f89&fccid=54d424b6e8c4e1e7&vjs=3
98,Application Developer-Salesforce,IBM,"São Paulo, SP",,PostedHoje,2022-05-06,"Conduza a IBM ao futuro, traduzindo os requisitos do sistema para o design e desenvolvimento de sistemas customizados em um ambiente ágil.",https://www.br.indeed.com/rc/clk?jk=0c5e95227b6e5180&fccid=de71a49b535e21cb&vjs=3
99,DESENVOLVEDOR FRONT END - SAO PAULO,OEmprego,"São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"Desenvolver códigos, bem como prestar suporte ao usuário referente à programação, visando o desenvolvimento e manutenção dos sistemas e sites da Empresa;",https://www.br.indeed.com/rc/clk?jk=192805b830f6c85b&fccid=919b31f0a22ef58e&vjs=3
100,[COLLACT] Desenvolvedor(a) Frontend,Collact,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"De lá até então, tivemos mudanças no nosso negócio, mas sempre mantivemos nosso foco em ser uma tecnologia de marketing para o empreendedor.",https://www.br.indeed.com/rc/clk?jk=a6734c9994bbc9ad&fccid=fefc24bf600069d7&vjs=3
101,Front-End Sênior (Vue.js),Iterative,"São Paulo, SP",,Postedhá 3 dias,2022-05-06,"Estamos construindo uma um time de desenvolvedor para termos a melhor performance e qualidade, você será peça fundamental nisso, ajudando no desenvolvimento,…",https://www.br.indeed.com/rc/clk?jk=b322cf09e6bb9423&fccid=c795cb63f9115981&vjs=3
102,Programador Delphi Jr. - Modelo presencial,ASPECT MIDIA,"São Paulo, SP",,EmployerAtiva 3 dias atrás,2022-05-06,"Necessário conhecimentos básicos em Delphi Firemonkey.Desejável conhecimentos básicos em Orientação a Objetos, Datasnap REST, Intraweb.",https://www.br.indeed.com/company/ASPECT-MIDIA/jobs/Programador-Delphi-Junior-e7f8fb9555f9af54?fccid=19a3e3d42477900f&vjs=3
103,Confirmit Survey Programmer (Remote),M3USA,"Home office in São Paulo, SP",,Postedhá 7 dias,2022-05-06,M3 services incorporate all of the most advanced statistical and attitudinal methodologies allowing clients to provide world-class offerings and support…,https://www.br.indeed.com/rc/clk?jk=28c3c4ddd50047c6&fccid=a3f31e0a62e05f6b&vjs=3
104,ANALISTA DE SUPORTE - SAO PAULO,OEmprego,"Home office in São Paulo, SP",,Postedhá 13 dias,2022-05-06,"Desejável conhecimento com (Google Cloud, Amazon Web Services ou Azure);",https://www.br.indeed.com/rc/clk?jk=041b249724a6c87b&fccid=919b31f0a22ef58e&vjs=3
105,Vagas de emprego: M3USA,M3USA,"Home office in São Paulo, SP",,Postedhá 7 dias,2022-05-06,M3 services incorporate all of the most advanced statistical and attitudinal methodologies allowing clients to provide world-class offerings and support…,
106,Vagas de emprego: OEmprego,OEmprego,"Home office in São Paulo, SP",,Postedhá 13 dias,2022-05-06,"Desejável conhecimento com (Google Cloud, Amazon Web Services ou Azure);",
107,Vagas de emprego: #VEMPRAIT4US,#VEMPRAIT4US,"Home office in São Paulo, SP",,Postedhá 1 dia,2022-05-06,"Aqui na It4us Cyber Security você vai receber um treinamento sobre nossas tecnologias, fabricantes e serviços, mas é imprescindível que você saiba o que é…",
108,Vagas de emprego: Principal,Principal,"Hybrid remote in São Paulo, SP",,Postedhá 30 dias,2022-05-06,"Pré-processadores de CSS (LESS, SASS, SCSS).",
109,IBM,IBM,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…",
110,Uber,Uber,"Osasco, SP",,Postedhá 15 dias,2022-05-06,"Engages with stakeholders across teams to lead the development and maintenance of backend services and solutions to support user-facing products, downstream…",
111,IBM,IBM,"São Paulo, SP",,Postedhá 8 dias,2022-05-06,"E integra-se com o aplicativo de back-end por meio de back-end para serviços / APIs de front-end.Deve ter conhecimento em nuvem, padrões de nuvem, serviços…",
112,EWAVE DO BRASIL,EWAVE DO BRASIL,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-06,Prêmio FENA SEG como Melhores de Marketing de Seguros.Prêmio CICLO como Melhor Case Supply Chain & Logística.Seja um dos primeiros a aproveitá-las.,
113,IBM,IBM,"São Paulo, SP",,Postedhá 9 dias,2022-05-06,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…",
114,Google,Google,"Home office in São Paulo, SP",,Postedhá 28 dias,2022-05-06,"Bachelor's degree in Computer Science, similar technical field of study, or equivalent practical experience.3 years of experience in software engineering, and…",
115,EY,EY,"São Paulo, SP",,Postedhá 10 dias,2022-05-06,"Como Analista Desenvolvedor Software Engineering (Front-end) na área de Data & Analytics, você ajudará nossos clientes, visando otimizar tempo e recursos.",
116,Vagas de emprego: GeekHunter,GeekHunter,"Home office in São Paulo, SP",R$ 10.000 - R$ 12.000 por mês,Postedhá 1 dia,2022-05-06,Apoiar o trabalho dos desenvolvedores juniores;HTML5 CSS3 JavaScript CSS Node.js HTML.Procuramos um(a) desenvolvedor(a) Angular para se juntar à nossa equipe…,
117,Vagas de emprego: Holos Media,Holos Media,"Pinheiros, SP",,Postedhá 30+ dias,2022-05-06,"Agência Especializada em Campanhas de Mídia Digitial, incluindo Planejamento Estratégico de Campanhas, Gestão de Links Patrocinados, SEO, Web Analytics e…",
118,Vagas de emprego: GE Digital,GE Digital,"São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"The intern will work closely with a software engineer to understand requirements, develop technical solutions and set expectations for complex software projects…",
119,Vagas de emprego: ACCURSED SHARE,ACCURSED SHARE,"São Paulo, SP",R$ 8 por hora,Postedhá 29 dias,2022-05-06,"Our Stack: - Tools: Confluence, Jira, Github(Git), Sonar, CircleCI; - Backend: Serverless, Lambda, Dynamodb, Stream AWS, Redshift, Cognito, Pinpoint, Node.js +…",
120,Desenvolvedor Front-end,Curriculum.com.br,"São Paulo, SP+1 local",,Postedhá 1 dia,2022-05-06,"Inglês – Avançado/Fluente Será essencial o idioma inglês para conversação, pois você terá contato com clientes internacionais.",https://www.br.indeed.com/rc/clk?jk=9af49c3a7d1f0089&fccid=22d7ce555383096d&vjs=3
121,Software Engineer (Remote),Talkdoc,"Home office in São Paulo, SP",R$ 120.000 - R$ 200.000 por ano,EmployerAtiva 2 dias atrás,2022-05-06,We’re looking for someone who thinks user-first and can build products that solve the care gaps in behavioral health.All employees will work remotely.,https://www.br.indeed.com/company/Talkdoc/jobs/Software-Engineer-af2e1deac3b633ab?fccid=006d5ca8f4878129&vjs=3
122,Sr Front End Developer,Tech Mahindra,"São Paulo, SP",,Postedhá 6 dias,2022-05-06,"4+ years of professional software development experience with web technologies HTML, CSS, JavaScript.Expert knowledge of JavaScript with a strong understanding…",https://www.br.indeed.com/rc/clk?jk=c0f0b5e46ada3b5f&fccid=97299926ef79b544&vjs=3
123,3968 - DESENVOLVEDOR SR_SP,Sinqia,"Home office in São Paulo, SP",,Postedhá 9 dias,2022-05-06,"Conhecimento nas linguagens C# e SQL e no framework ASP.NET;Tecnologias de programação de páginas internet (Html, JavaScript e CSS);",https://www.br.indeed.com/rc/clk?jk=828605ff499d0574&fccid=83849b17246b3c1e&vjs=3
124,3648- DESENVOLVEDOR PL_SP (Dev 3 Squad Postalis),Sinqia,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-06,Buscamos uma Pessoa Desenvolvedora PL que queira atuar em uma empresa que foi reconhecida como uma das melhores empresas para se trabalhar pelo GPTW (Great…,https://www.br.indeed.com/rc/clk?jk=12221bf6b62d14c7&fccid=83849b17246b3c1e&vjs=3
125,Pessoa Desenvolvedora Frontend - Exclusiva para PCD,Mindminers,"Home office in São Paulo, SP",,Postedhá 1 dia,2022-05-06,"O grande desafio dessa pessoa será desenvolver interfaces modernas e intuitivas para as aplicações Web da MindMiners, atuando junto ao time de desenvolvedor…",https://www.br.indeed.com/rc/clk?jk=f3332bd1ac0e435e&fccid=e79d09efa3b7f4ad&vjs=3
126,DESENVOLVEDOR FRONT END PL - ANGULAR SÃO PAULO / SP,Global TI,"São Paulo, SP",,Postedhá 1 dia,2022-05-06,Saber integrar serviços com o front (REST).Ter conhecimento em pelo menos um framework css.,https://www.br.indeed.com/rc/clk?jk=f70620955e3088ef&fccid=93328345448d27c0&vjs=3
127,Dev Full Stack,Bradoo Technologies,"São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"Plano de Carreira em Startup de tecnologia. Trabalhar em ambiente Ágil, e participar de equipe de desenvolvimento de Produto Desenvolvimento de produto e…",https://www.br.indeed.com/rc/clk?jk=0d3d0879065ddbcd&fccid=058efdd5d8c8fd06&vjs=3
128,Desenvolvedor(a) Full Stack,Grupo Laços Flores,"São Paulo, SP",R$ 3.000 - R$ 6.000 por mês,Postedhá 17 dias,2022-05-06,"Requisitos Formação em Tecnologia - Completa ou em conclusão; Conhecimento de Visual Studio; Gerenciamento de versões GIT (GitHub); UX; C#, ASP.",https://www.br.indeed.com/rc/clk?jk=a51b4905e3697630&fccid=6407797e4e5cdcd5&vjs=3
129,Software Engineering,"JPMorgan Chase Bank, N.A.","São Paulo, SP",,Postedhá 12 dias,2022-05-06,The applications will leverage a high level of test automation and deployment automation to achieve Continuous Integration and Delivery.,https://www.br.indeed.com/rc/clk?jk=3d7896e3038ff510&fccid=aaf3b433897ea465&vjs=3
130,Applications Developer 1,Oracle,"São Paulo, SP",,Postedhá 28 dias,2022-05-06,Demonstrate an ability to apply technology to solve real business problems.Effectively with technical and non-technical team members.,https://www.br.indeed.com/rc/clk?jk=60c0d5821e89283b&fccid=cd22d01053af7669&vjs=3
131,Pessoa Desenvolvedora Frontend Pleno (Vue.js),Mercado Bitcoin,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"Desenvolver software (com testes) pronto para produção;Manter os serviços em pleno funcionamento;Domínio de CSS, HTML, Javascript (Vanilla) com capacidade de…",https://www.br.indeed.com/rc/clk?jk=81e5baad8b3a0523&fccid=9283371e84986535&vjs=3
132,ANALISTA PROGRAMADOR(A) JAVA - JÚNIOR,,"São Paulo, SP",,Postedhá 24 dias,2022-05-06,"Graduação cursando ou completa na área de TI ou especialização/cursos específicos na área de TI.Experiência de no mínimo 2 anos, atuando com desenvolvimento em…",https://www.br.indeed.com/rc/clk?jk=99ba3e0395e049b4&fccid=dd616958bd9ddc12&vjs=3
133,Application Developer - Mobile,IBM,"São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"Formação em Ciências da Computação, ou formação relacionada.Experiência em compartilhar conhecimento e influenciar outros desenvolvedores para as melhores…",https://www.br.indeed.com/rc/clk?jk=810bfb74db98dbbc&fccid=de71a49b535e21cb&vjs=3
134,Analista de Solucões de Tecnologia da Informação - Senior,IBM,"São Paulo, SP",,Postedhá 30+ dias,2022-05-06,To think along with clients and sell.Conhecimento e experiência como desenvolvedor Full Stack (Frontend / Backend);,https://www.br.indeed.com/rc/clk?jk=29dce2972695a667&fccid=de71a49b535e21cb&vjs=3
135,Desenvolvedor(a) Front-End,Layer Up,"São Paulo, SP",,Postedhá 28 dias,2022-05-06,"Requisitos Ensino superior completo ou cursando nas áreas de tecnologia da informação; Experiência como desenvolvedor web; Html5, css3, javascript, php,…",https://www.br.indeed.com/rc/clk?jk=411993d39dbaba9f&fccid=62f95f869578df30&vjs=3
136,Frontend Developer,"EIS Group, Inc.","Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"Founded in 2008, EIS provides an open, flexible platform of core systems and digital solutions allowing insurers to accelerate and scale innovation, launch…",https://www.br.indeed.com/rc/clk?jk=f647bef51cf00303&fccid=7e34b0b206b45cb9&vjs=3
137,Application Developer-Experience Front End,IBM,"São Paulo, SP",,Postedhá 2 dias,2022-05-06,"Desenvolvimento de softwares para aplicações web, mobile e desktop com conhecimento em diversas linguagens de programação como Java (incluindo JSF, Maven, Swing…",https://www.br.indeed.com/rc/clk?jk=cc434519dd2feb13&fccid=de71a49b535e21cb&vjs=3
138,Analista Desenvolvedor Fullstack,Keyrus Brazil,"São Paulo, SP",,Postedhá 1 dia,2022-05-06,"Trabalhar com equipe de desenvolvimento para criação de produtos;Conceito de ORM (NHibernate, Entity Framework, Entity Framework Core, Dapper);",https://www.br.indeed.com/rc/clk?jk=842ee992696a2b53&fccid=59d45a7a1694e6f1&vjs=3
139,Programador Javascript PL - Remoto,Targetware Informática,"Home office in São Paulo, SP",R$ 5.000 - R$ 6.200 por mês,Postedhá 8 dias,2022-05-06,"Imprescindível seu conhecimento prático corporativo com as tecnologias, JavaScript; Canvas e Shopify.",https://www.br.indeed.com/company/Targetware-Inform%C3%A1tica/jobs/Programador-Javascript-Pleno-729b975e79241c83?fccid=26812ed04b47ccfd&vjs=3
140,Programador Front-end Júnior,Curriculum.com.br,"Barueri, SP",,Postedhá 27 dias,2022-05-06,"De segunda a sexta-feira das 8h às 17h30, com 1h30 de almoço.",https://www.br.indeed.com/rc/clk?jk=f81ccd2ce4639603&fccid=22d7ce555383096d&vjs=3
141,Software Developer - Python,IBM,"São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…",https://www.br.indeed.com/rc/clk?jk=74a1ed6abe2f5801&fccid=de71a49b535e21cb&vjs=3
142,Desenvolvedor Front-End (Junior/Pleno),LE WAR PRO,"Home office in São Paulo, SP",R$ 5.000 - R$ 7.000 por mês,EmployerAtiva 14 dias atrás,2022-05-06,"Responsabilidades: Desenvolvimento e melhorias de sistemas; Atuação com: HTML, CSS e JavaScript; Desenvolvimento de projetos em squads, utilizando Vue.js.…",https://www.br.indeed.com/company/Le-War-Pro/jobs/Desenvolvedor-Front-End-6522e56e43f45eeb?fccid=e86f0d70c212ab7b&vjs=3
143,Pentester - Brasil,Cornershop by Uber,"São Paulo, SP",,Postedhá 30+ dias,2022-05-06,Perform technical security assessments on Cornershop by Uber's various systems.Generate reports for different internal teams and provide clear and accurate…,https://www.br.indeed.com/rc/clk?jk=cf14d3194d53956b&fccid=d9bba51ffc063303&vjs=3
144,Analista Desenvolvedor Python,Shopee,"São Paulo, SP",,Postedhá 17 dias,2022-05-06,VBA e JavaScript serão considerados diferenciais.Capacidade de trabalhar em um ambiente multifuncional e colaborativo.,https://www.br.indeed.com/rc/clk?jk=7ac5e47a52506d01&fccid=0b476c4a7add47fe&vjs=3
145,Product Designer,JOTA,"Home office in São Paulo, SP",,Postedhá 10 dias,2022-05-06,"Esse profissional deverá aplicar as melhores práticas de desenho de interfaces, usabilidade e pesquisa com usuário, seguindo as diretrizes da marca e do Design…",https://www.br.indeed.com/rc/clk?jk=ea19f652db4bb105&fccid=891f8309220b47b1&vjs=3
146,Pessoa Desenvolvedora Frontend,Mindminers,"Home office in São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"O grande desafio dessa pessoa será desenvolver interfaces modernas e intuitivas para as aplicações Web da MindMiners, atuando junto ao time de desenvolvedor…",https://www.br.indeed.com/rc/clk?jk=a1d8911e7c13cb9e&fccid=e79d09efa3b7f4ad&vjs=3
147,Desenvolvedor(a) Front End ReacJS/ React Native,,"São Paulo, SP",R$ 12.000 por mês,Postedhá 16 dias,2022-05-06,Desejamos expandir o time mais ainda em breve e podemos adaptar algumas responsabilidades com o que fizer mais sentido para sua carreira.,https://www.br.indeed.com/rc/clk?jk=e63d5f0d9b5f45aa&fccid=dd616958bd9ddc12&vjs=3
148,Desenvolvedor(a) Full Stack PHP,DATAB,"São Caetano do Sul, SP",,Postedhá 6 dias,2022-05-06,Realizar manutenção em aplicações web.Identificar e implementar tendências tecnológicas no que se refere ao negócio.Buscar excelência em suas atividades.,https://www.br.indeed.com/rc/clk?jk=5bb402f6650cedaf&fccid=9dea647c646e3417&vjs=3
149,Analista de Sistemas PL,Verisure Brazil Monitoramento de Alarmes LTDA,"São Paulo, SP",,Postedhá 30+ dias,2022-05-06,"Superior em Sistemas da Informação, ADS ou correlatas.NET, SQL Server 2008, MVC4, JavaScript, JQuery, Ajax, CSS3, Razor.",https://www.br.indeed.com/rc/clk?jk=fe0f6c625f8f7a4c&fccid=ed8ba7520e3f6ae5&vjs=3
