,vaga,empresa,localização,salário,requisitos
66,Vagas de emprego: Lean Saúde,Lean Saúde,"Home office in Vila Mariana, SP",,Diferencial experiência em web scraping (RPA) utilizando python.Desenvolvimento e manutenção de modelos descritivos e preditivos utilizando técnicas de machine…
67,Vagas de emprego: Instruct,Instruct,"Home office in São Paulo, SP",R$ 9.000 - R$ 12.000 por mês,Buscamos profissional que tenha pelo menos 6 anos de experiência desenvolvendo software e consiga ensinar o time a partir dessas experiências.
68,Banco Bradesco SA,Banco Bradesco SA,"Osasco, SP",,"Somos um dos mais modernos Bancos do mundo, referência em inovação e tecnologia.Prática na implementação de Projetos de TI em arquitetura ou desenvolvimento;"
69,Vagas de emprego: Recrutamento Externo,Recrutamento Externo,"São Paulo, SP",,Programação em linguagem Java + Python;Definir e entender requisitos técnicos e funcionais;Análise e desenvolvimento de serviços customizados com tecnologia…
70,Itaú,Itaú,"São Paulo, SP",,"Analisar e acompanhar o Ciclo de Concessão de Acessos de maneira a garantir a sua efetividade, conclusão nos prazos pré-estabelecidos e retroalimentação ao…"
71,Capgemini,Capgemini,"São Paulo, SP",,"Se você compartilha dos mesmos valores, aqui é o seu lugar.Conhecimentos em SPLUNK e Dynatrace;Conhecimentos em SQL, Python ou powershell;"
72,Nubank,Nubank,"Home office in São Paulo, SP",,"O Nubank foi fundado em 2013 para libertar as pessoas de um sistema financeiro burocrático, lento e ineficiente.Possui habilidades em Scala, SQL ou Python."
73,EY,EY,"São Paulo, SP",,"Desenvolver novos estudos baseados em diferentes tipos de dados;Otimizar e analisar códigos SQL e rotinas ETL;Big Data (Hive, Hadoop, HQL);"
74,Vagas de emprego: Azos,Azos,"Home office in São Paulo, SP",,"Nós somos a Azos, viemos para proteger o sonho das famílias brasileiras.Criação e manutenção de Web-Api’s Rest;"
75,Estagiário Operacional - Gestão de Ativos,Brasol - Soluções Energèticas Inteligentes,"São Paulo, SP",,Monitoramento remoto da operação de usinas fotovoltaicas;Suporte ao time de gestão de ativos na execução de suas funções.
76,Desenvolvedor(a) Python júnior (14),GeekHunter,"Home office in São Paulo, SP",R$ 16.000 - R$ 18.000 por ano,"No primeiro momento o profissional será treinado para atuar com PySpark;Usando o PySpark, escrever os códigos usando Python."
77,ANALISTA DE PLANEJAMENTO E CONTROLE,Leroy Merlin,"São Paulo, SP",,"Preparar material de reporting (interna e externa) no âmbito de resultados e planejamento.Conhecimento em Ferramentas de BI/Analytics (SQL, Python, Qlik)."
78,Data Scientist,GoIT,"Home office in São Paulo, SP",R$ 6.000 - R$ 12.529 por mês,"Licenciatura em um campo altamente quantitativo (Ciência de Dados, Ciência da Computação, Aprendizado de Máquina, Pesquisa Operacional, Estatística, Matemática,…"
79,Data Engineer - AWS Data + Python,Wipro Limited,"São Paulo, SP",,Should be aware of data processing architecture like Lambda.MUST have AWS pipeline/warehouse experience.MUST have experience in pyspark programming of AWS…
80,Analista de Dados PL - Prevenção à Fraude,iugu,"Hybrid remote in São Paulo, SP",,Fazer parte de um time que faz a diferença.O que você vai encontrar na iugu.Saúde: Plano de saúde e odontológico Sulamérica (ambos sem desconto e sem copay…
81,Desenvolvedor (a) Java/Python PL Sao Paulo / SP,Yaman,"São Paulo, SP",,Programação em linguagem Java + Python;Definir e entender requisitos técnicos e funcionais;Análise e desenvolvimento de serviços customizados com tecnologia…
82,JBS - Especialista de Energia Elétrica,JBS,"São Paulo, SP",,Relacionamento com todas concessionárias que atendem nossas unidades;Gestão de consumo das unidades no Ambiente de Contratação Livre;
83,Analista de Dados,Avita,"São Paulo, SP",,Desenhar os processos de integração de dados considerando o uso de SQL.
84,QA (Selenium/Python) – E-learning (ID:1054),Truelogic Software,"São Paulo, SP",,"Reaching more than 34 thousand clients and 31 million users worldwide, our customers rely on us to help them prepare for the changes that come with new…"
85,Estágio - DevOps,2RP Net,"Home office in São Paulo, SP",,Trabalhar com Sistema Operacional Linux.Auxiliar na análise e validação de Pull Requests.Auxiliar no versionamento de códigos.
86,Software Engineer - Python - Kubernetes,Canonical - Jobs,"São Paulo, SP",,You are a python programmer with interest or experience in golang.On the Kubernetes team you will gain experience with the latest features in Kubernetes and…
87,Analista de B.I,nstech,"São Paulo, SP",,"Estruturação de base de dados para análise comerciais;Conhecimento de Big Data (Spark, Cloudera, Hadoop) e Python;Modelagem de dados SQL/Teradata, Big Data;"
88,Estágio - Administração de Sistemas,2RP Net,"Home office in São Paulo, SP",,"Conhecimnto em Bash e Python;Familiarizado com Docker e Containers;Conhecimento no Azure, AWS, GCP e data centers locais;Saúde mental > Plataforma Moodar;"
89,Software Engineer (Remote),Talkdoc,"Home office in São Paulo, SP",R$ 120.000 - R$ 200.000 por ano,We’re looking for someone who thinks user-first and can build products that solve the care gaps in behavioral health.All employees will work remotely.
90,Software Engineer (Remote),Talkdoc,"Home office in São Paulo, SP",R$ 120.000 - R$ 200.000 por ano,We’re looking for someone who thinks user-first and can build products that solve the care gaps in behavioral health.All employees will work remotely.
91,Estágio - PYTHON - Renda Fixa,modalmais,"São Paulo, SP",,"O que nos move Antes de sermos uma empresa, antes de sermos um banco ou até mesmo antes de sermos uma instituição, nós somos um grupo de pessoas em constante…"
92,ESPECIALISTA INFRAESTRUTURA CLOUD - 4250 DITI,Banco Bradesco SA,"Osasco, SP",,"Somos um dos mais modernos Bancos do mundo, referência em inovação e tecnologia.Ferramentas de automação (Jenkins, Puppet, Chef, Ansible);"
93,Estágio - Backend,2RP Net,"Home office in São Paulo, SP",,Acompanhará o Desenvolvimento de funcionalidades e executará manutenções usando práticas de testes e qualidade de software;Linguagens JAVA ou C# ou Python;
94,ANALISTA DE INFORMAÇÕES GERENCIAIS II,Orizon Brasil,"Home office in Barueri, SP",,"Desenvolver as atividades referentes à extração e transformação de dados em SQL.Imprescindível experiência com análise SQL, Big Data e Dashboards (PowerBi)."
95,Programador(a) Python Sênior,,"São Paulo, SP",R$ 15.000 por ano,Elaborar fluxos e arquiteturas do sistema seguindo as regras do negócio.Aplicação de boas práticas de desenvolvimento.Experiência mínima 4 anos com Python.
96,ANALISTA DE BI,Petland,"São Paulo, SP",R$ 5.200 - R$ 6.000 por mês,"Criar mecanismos inteligentes para garantir consistência dos dados utilizados;Familiaridade com ferramentas de business intelligence, como PowerBi, Falcon ou…"
97,Tech-Artist 3D (all levels),Afterverse,"São Paulo, SP",,"O PK XD também conta com uma rede de Creators, parceiros que desenvolvem conteúdos exclusivos sobre o jogo.Trabalhar com o time de arte e desenvolvimento para…"
98,Cientista de Dados,Accenture,"São Paulo, SP",,"Aplicar a aprendizagem machine-learning, estatística e engenharia para resolver problemas;Experiência com R ou Python;"
99,Analista de InteligÃªncia Comercial,Shopee,"São Paulo, SP",,"Definir estratégias para o crescimento das vendas junto com o time comercial, acompanhando e analisando o desempenho dos diferentes espaços do site/app."
100,Senior Python Developer WORK |LATAM|,BairesDev,"Home office in São Paulo, SP",,"Being a Python Senior Developer in our Development Team is just like being a full-time problem solver.These developers will face numerous technical challenges,…"
101,Selenium + Python Developer,Wipro Limited,"São Paulo, SP",,"Selenium, Python, Zephyr, Postman, Python Requests, BrowserStack.Experience in testing distributed Cloud based applications."
102,Desenvolvedora de Software Back-end [Vaga Afirmativa para Mu...,Donus,"Home office in São Paulo, SP",,"Trabalhar em squad multidisciplinar (Engenheiros(as), Product Manager, Product Designer, Tech Lead, Analista de Dados e Customer Experience) com o objetivo de…"
103,Desenvolvedor Júnior,Expeditors,"Itaim Bibi, SP",,Melhoria de processos que aceleram os negócios da Expeditors.Conhecimento essencial em Linguagens de banco de dados – SQL ou PostgreSQL.
104,Gerente Analytics em Finanças,Itaú Unibanco,"São Paulo, SP",,"O time faz a atuação no Planejamento Financeiro do Banco de Varejo, aproximadamente metade do resultado do Banco, com participação ativa como parceiro dos…"
105,Desenvolvedor Back-End (Python Flask),Keyrus Brazil,"São Paulo, SP",,O profissional será responsável pelo aplicativos web do lado servidor.Executar testes de UI para otimizar o desempenho.Banco de dados SQL e No-SQL (mongobd).
106,Senior Consultant - Desenvolvedor Python,Provider It,"Home office in São Paulo, SP",,Desenvolvimento de API e recursos de Back-end em plataforma Python;Colaborar junto com o time de inovação nas atividades da área.
107,Analista de Dados Jr,PagBank PagSeguro,"São Paulo, SP",,"Superior em Engenharia, Administração, Economia ou áreas correlatas.Conhecimento técnico em linguagem SQL.Pacote Office avançado, com foco em Excel."
108,Analista de Antifraude - Regras e Chargeback,Zé Delivery,"Home office in São Paulo, SP",,"Somos uma empresa brasileira de tecnologia com 6 anos, já consolidada como o maior delivery de bebidas do mundo, presente em todos os estados do Brasil e…"
109,Desenvolvedor de Sistemas III - Berrini SP,Atento Brasil,"São Paulo, SP",R$ 6.500 por mês,"Atuar junto com a equipe desenvolvendo em nossos sistemas na linguagem SQL Server, Python, PHP.Implementar interfaces garantindo a utilização de boas práticas…"
110,Intern- SEG4,ST Engineering iDirect,"São Paulo, SP",,"Provide direct technical assistance (remotely and onsite) to STE iDirect’s customers.Identify, follow-up, resolve and document customer technical complaints…"
111,"Internship Equities,Derivates & Structured Products (2) - PB...",Credit Suisse,"São Paulo, SP",,"The intern will play an indispensable role supporting the Securities Desk, focused on Equities, De-rivatives and Structured Notes."
112,Financial Products Analyst,SumUp,"São Paulo, SP",,"Knowledge in SQL, python, excel or experience in dealing with loads of data.Be responsible for mapping all the money and information flows between SumUp,…"
113,Desenvolvedor Web,Veri Soluções Tecnológicas Ltda,"São Paulo, SP",R$ 7.500 por mês,Scrapyng em python usando a biblioteca requests.Scrapyng em python usando a biblioteca selenium webdriver.
114,Tech Lead (Python),Mercado Bitcoin,"Home office in São Paulo, SP",,Gerir o time rumo ao protagonismo de suas carreiras.
115,Analista de Analytics,Shopee,"São Paulo, SP",,Criar modelo de dados e executar iniciativas de Data Science junto ao time de BI.Contribuir com ideias criativas e inovadoras no intuito de estabelecer o…
116,"Data Scientist (Cientista de Dados) - Lisboa, Portugal",Lan RH,"São Paulo, SP",,"Experiência em assuntos de Machine Learning (Redução de ruído, reconhecimento de voz, fonética, síntese de voz, etc);Experiência em SQL, Python, etc;"
117,Cientista de Dados Python (remoto),GeekHunter,"Home office in São Paulo, SP",R$ 6.000 - R$ 8.000 por mês,Criação de Dashboards com métricas-chave do negócio;O que esperamos de você.Experiência mínima de 1 ano na área;Já ter trabalhado com crédito;
118,Internship - Brazil Economics,Credit Suisse,"São Paulo, SP",,Advanced programming skills (knowledge of python and R).The economics department is responsible for producing reports and analyses of all main economic…
119,DBA My SQL,Innolevels,"São Paulo, SP",R$ 5.000 - R$ 7.000 por mês,"Python para apoio a equipe de desenvolvimento (Intermediário a Avançado).Gerenciamento das instâncias MySQL/MariaDB (monitoramento, tunning, gestão de usuários…"
120,Analista de Performance Jr,tembici.,"São Paulo, SP",,"Aqui você vai encontrar problemas que exigem soluções criativas a serem resolvidas - sério, temos vários que ainda não sabemos resolver."
121,Analista de Mercado de Energia - Coleta de Faturas,Schneider Electric,"Jurubatuba, SP",,Contato frequente com fornecedores de serviços públicos (utilities) para garantir o recebimento de faturas de serviços públicos para clientes da Schneider…
122,QA Web (Registration),Tech Mahindra,"São Paulo, SP",,"Nós realmente acreditamos que a tecnologia torna isso possível, mas são as pessoas que fazem isso acontecer.Fortes conhecimento de Perl, Ruby, ou Python."
123,SOLUTIONS ARCHITECT SENIOR,FS Gestão RH,"São Paulo, SP",R$ 12.000 - R$ 14.000 por mês,"Ter conhecimento em ferramentas de dados (Kafka, airflow, etc);Experiência com a Stack da Azure (microsoft), pois é onde estão centralizadas as soluções da…"
124,ESPECIALISTA DE LOGÍSTICA JR - SÃO PAULO,OEmprego,"São Paulo, SP",R$ 6.000 - R$ 7.000 por mês,Preferência pelos cursos de Engenharias ou Administração; (contábeis).Conhecimento avançado de Excel e Power Point e intermediário em Power BI/Power.
125,Especialista em Contas a Pagar SWVL São Paulo,Page Outsourcing Brasil,"Hybrid remote in São Paulo, SP",,"2+ anos de experiência em análise, gestão de programas, consultoria, estratégia, gestão de operações ou gestão de pagamentos de fornecimentos;"
126,Analista de QA,TEGRA LTDA,"Home office in São Paulo, SP",,Trabalhamos juntos aos nossos clientes para direcionar seus investimentos para obter o melhor resultado.Desenhar casos de teste - Implementar artefatos de…
127,Analista Segurança da Informação Júnior,Itaú Unibanco,"São Paulo, SP",,"Queremos ter um pouco da sua também!Conhecimento Pentest incluindo cenário ps-exploração;Conhecimento de Python, Java, Ruby, e Shell scripting;"
128,ENGENHEIRO DE MACHINE LEARNING JR,Porto Seguro,"São Paulo, SP",,A área é responsável por liderar o uso de dados e a aplicação de soluções de Inteligência Artificial na empresa.
129,Analista de Planejamento de Vendas - Fashion,Shopee,"São Paulo, SP",,"Atuar no tratamento de bases, setups e ferramentas.Já trabalhou com e-commerce ou varejo.Experiência em automatização de reports manuais por VBA/Python/SQL."
130,Estagiária – Estagiário de MKT DTM,Syngenta,"São Paulo, SP",,Suportar time de campo com demanda de contratos.Auxiliar no reporte de ações promocionais via SalesForce.Desejável conhecimento em programação (Python).
131,Cientista de Dados Pleno I,marketdata,"Home office in São Paulo, SP",,Já conquistamos 10 vezes o título de Agência do Ano em Database Marketing/CRM/Loyalty pela Associação Brasileira de Marketing Direto (ABEMD).
132,"QA Automation Engineer (Python, Pytest)",Modus Create,"Home office in São Paulo, SP",,You love pinpointing gaps in test coverage and developing plans to fill those gaps.You'll have a primary focus on designing test plans and processes for new…
133,Analista - Business Intelligence (BI),F&F Psicologia Ltda,"São Paulo, SP",R$ 2.500 - R$ 2.800 por mês,Realizar análise e modelagem de dados;Gerenciar banco de dados MYSQL; Utilizar script em Python; Exibir dashboards em POWER BI Server e Desktop.
134,Estatístico II,Fundação Bradesco,"Osasco, SP",,Microsoft Power BI; (I) imprescindível.Vivência com modelos de aprendizado de máquina (Machine Learning);
135,Estatístico II,Fundação Bradesco,"Osasco, SP",,Microsoft Power BI; (I) imprescindível.Vivência com modelos de aprendizado de máquina (Machine Learning);
136,Analista de CX (Customer Experience) Júnior/Pleno,Informaker,"Home office in Barueri, SP",R$ 2.000 - R$ 3.000 por mês,Monitoramento e relatórios com métricas de CX e relacionamento com os indicadores operacionais e financeiros da empresa.
137,19FP08 ST - BIG DATA,Indra,"São Paulo, SP",,O desenvolvedor será responsável pela análise e programação Big Data de sistemas de instituições financeiras.Desejável conhecimento em shell script e linguagem…
138,Dev Full Stack,2RP Net,"Home office in São Paulo, SP",,"Ü Conhecimento em uma ou mais linguagens (C#, Python, PHP, Java...);Ü Algum conhecimento em frameworks e bibliotecas CSS e JavaScript (Bootstrap, React,…"
139,Tech Lead,Gympass,"São Paulo, SP",,Developing a vision for Connected Health platform.Drive architecture decisions that impact our whole Data privacy product development interactions.
140,Cientista de Dados,EY,"São Paulo, SP",,"Este grupo de profissionais, dinâmico e talentoso, busca neste momento o candidato certo para integrar o time e desenvolver uma carreira sólida e ascendente."
141,Python Developer,Decision Group,"São Paulo, SP",,Experience preparing HLD/LLD with the best architecture available to support customer's requirement.Participating in requirements and design reviews of new…
142,Cost and Control Analyst - Logistic,Shopee,"São Paulo, SP",,"The Operation teams at Shopee covers the operational end-to-end process, from when the buyer searches for a product listed on the Shopee platform, to the moment…"
143,Estagiário Full Stack,Recruta Simples,"São Paulo, SP",R$ 1.500 por mês,"Noções de JS (jQuery, BootStrap) e Angular JS;Boa comunicação verbal e escrita;"
144,Estagiário de Risco,Safira Energia,"Home office in Barueri, SP",,"Aqui contamos com uma galera visionária e destemida, que vive num movimento constante para sempre fazer mais e melhor, trazendo soluções inteligentes para o…"
145,Analista de QA,tegra,"Home office in São Paulo, SP",,"Trabalhamos juntos aos nossos clientes para direcionar seus investimentos para obter o melhor resultado.Build/Release Pipelines (CI/CD), dentro do contexto de…"
146,Desenvolvedor Python e React Sênior - Santo Amaro,Jobbol,"Home office in São Paulo, SP",,"Desenvolvimento WEB considerando as seguintes tecnologias: Python, React, HTML, JavaScript e CSS.Modelagem de banco de dados relacionais e não relacionais."
147,Analista Red Team - Security (Home Office),Accenture,"Home office in São Paulo, SP",,"Execução de Pentests Web, APIs, Mobile (Android e iOS) e infraestrutura;Prover recomendações técnicas e remediações aos clientes e desenvolvedores;"
148,Analista Segurança da Informação Júnior,Itaú,"São Paulo, SP",,"Queremos ter um pouco da sua também!Conhecimento Pentest incluindo cenário ps-exploração;Conhecimento de Python, Java, Ruby, e Shell scripting;"
149,Python,HR Soul,"São Paulo, SP",,Sólida experiência com desenvolvimento utilizando linguagem Python;Experiência com frameworks Django e Pandas;
150,Vagas de emprego: HR Soul,HR Soul,"São Paulo, SP",,Sólida experiência com desenvolvimento utilizando linguagem Python;Experiência com frameworks Django e Pandas;
